district_code,resource_id,time,demand
1,R1,0,0.0448443945564744
1,R1,1,0.0316670914770139
1,R1,2,0.0445004444808032
1,R1,3,0.0523875535297643
1,R1,4,0.0479180741148442
1,R10,0,0.0493288340121219
1,R10,1,0.0348338006247152
1,R10,2,0.0489504889288836
1,R10,3,0.0576263088827406
1,R10,4,0.0527098815263286
1,R11,0,0.0627821523790643
1,R11,1,0.0443339280678194
1,R11,2,0.0623006222731248
1,R11,3,0.0733425749416701
1,R11,4,0.0670853037607822
1,R2,0,0.0448443945564744
1,R2,1,0.0316670914770139
1,R2,2,0.0445004444808032
1,R2,3,0.0523875535297643
1,R2,4,0.0479180741148442
1,R3,0,0.0538132734677695
1,R3,1,0.0380005097724164
1,R3,2,0.053400533376964
1,R3,3,0.0628650642357172
1,R3,4,0.0575016889378132
1,R4,0,0.058297712923417
1,R4,1,0.0411672189201179
1,R4,2,0.0578505778250444
1,R4,3,0.0681038195886936
1,R4,4,0.0622934963492977
1,R5,0,0.0672665918347118
1,R5,1,0.0475006372155209
1,R5,2,0.0667506667212051
1,R5,3,0.0785813302946465
1,R5,4,0.0718771111722666
1,R6,0,0.0717510312903593
1,R6,1,0.0506673463632221
1,R6,2,0.0712007111692855
1,R6,3,0.0838200856476231
1,R6,4,0.0766689185837511
1,R7,0,0.0538132734677695
1,R7,1,0.0380005097724164
1,R7,2,0.053400533376964
1,R7,3,0.0628650642357172
1,R7,4,0.0575016889378132
1,R8,0,0.0358755156451796
1,R8,1,0.0253336731816109
1,R8,2,0.0356003555846425
1,R8,3,0.0419100428238114
1,R8,4,0.0383344592918753
1,R9,0,0.0403599551008269
1,R9,1,0.0285003823293123
1,R9,2,0.0400504000327229
1,R9,3,0.0471487981767877
1,R9,4,0.0431262667033597
2,R1,0,0.0381610890544491
2,R1,1,0.0239730017771201
2,R1,2,0.0455332888558381
2,R1,3,0.0603941487678462
2,R1,4,0.0597175469470391
2,R10,0,0.0419771979598939
2,R10,1,0.0263703019548321
2,R10,2,0.0500866177414218
2,R10,3,0.066433563644631
2,R10,4,0.0656893016417432
2,R11,0,0.0534255246762289
2,R11,1,0.0335622024879683
2,R11,2,0.0637466043981734
2,R11,3,0.084551808274985
2,R11,4,0.0836045657258551
2,R2,0,0.0381610890544491
2,R2,1,0.0239730017771201
2,R2,2,0.0455332888558381
2,R2,3,0.0603941487678462
2,R2,4,0.0597175469470391
2,R3,0,0.0457933068653389
2,R3,1,0.0287676021325442
2,R3,2,0.0546399466270058
2,R3,3,0.0724729785214156
2,R3,4,0.0716610563364471
2,R4,0,0.0496094157707837
2,R4,1,0.0311649023102564
2,R4,2,0.0591932755125896
2,R4,3,0.0785123933982
2,R4,4,0.0776328110311511
2,R5,0,0.0572416335816739
2,R5,1,0.0359595026656805
2,R5,2,0.0682999332837575
2,R5,3,0.0905912231517696
2,R5,4,0.0895763204205589
2,R6,0,0.0610577424871187
2,R6,1,0.0383568028433924
2,R6,2,0.0728532621693412
2,R6,3,0.0966306380285544
2,R6,4,0.095548075115263
2,R7,0,0.0457933068653389
2,R7,1,0.0287676021325442
2,R7,2,0.0546399466270058
