district_code,resource_id,time,demand,priority,urgency,time_index
272,R1,1,576885429.0170777,1.0,1.0,1.0
272,R1,2,817118669.6884731,1.0,1.0,1.0
272,R2,1,256892783.09707773,1.0,1.0,1.0
272,R2,2,241790339.7484732,1.0,1.0,1.0
272,R3,1,239077315.32849324,1.0,1.0,1.0
272,R3,2,186483090.88216785,1.0,1.0,1.0
300,R1,1,760761060.9631925,1.0,1.0,1.0
300,R1,2,736772851.7296443,1.0,1.0,1.0
300,R2,1,361906586.8031924,1.0,1.0,1.0
300,R2,2,238089774.6096443,1.0,1.0,1.0
300,R3,1,219414566.16783088,1.0,1.0,1.0
300,R3,2,250785582.34357315,1.0,1.0,1.0
99,R1,1,988532822.7074288,1.0,1.0,1.0
99,R1,2,1265616379.2134614,1.0,1.0,1.0
99,R2,1,361406360.2774288,1.0,1.0,1.0
99,R2,2,251183273.37346143,1.0,1.0,1.0
99,R3,1,297463086.5149146,1.0,1.0,1.0
99,R3,2,253859946.39615372,1.0,1.0,1.0
