district_code,resource_id,time,demand,priority,urgency,time_index
468,R1,1,1497593178.9856365,1.0,1.0,1.0
468,R1,2,1020439373.5662552,1.0,1.0,1.0
468,R2,1,552848326.7456365,1.0,1.0,1.0
468,R2,2,394793360.9962551,1.0,1.0,1.0
468,R3,1,483574687.8687638,1.0,1.0,1.0
468,R3,2,444293379.12550616,1.0,1.0,1.0
494,R1,1,865052065.6706017,1.0,1.0,1.0
494,R1,2,786514550.1607114,1.0,1.0,1.0
494,R2,1,401111625.70060176,1.0,1.0,1.0
494,R2,2,276231193.91071147,1.0,1.0,1.0
494,R3,1,252832541.2707221,1.0,1.0,1.0
494,R3,2,275414941.1508537,1.0,1.0,1.0
602,R1,1,1326385506.7468905,1.0,1.0,1.0
602,R1,2,1576039963.1160133,1.0,1.0,1.0
602,R2,1,545563883.3768907,1.0,1.0,1.0
602,R2,2,352261089.23601323,1.0,1.0,1.0
602,R3,1,324890181.7922687,1.0,1.0,1.0
602,R3,2,427676734.2632159,1.0,1.0,1.0
