district_code,resource_id,time,demand,priority,urgency,time_index
532,R1,1,923457430.8586332,1.0,1.0,1.0
532,R1,2,839617330.2600557,1.0,1.0,1.0
532,R2,1,428193311.31863314,1.0,1.0,1.0
532,R2,2,294881379.8400556,1.0,1.0,1.0
532,R3,1,269902929.52035975,1.0,1.0,1.0
532,R3,2,294010015.8680667,1.0,1.0,1.0
555,R1,1,951061421.712497,1.0,1.0,1.0
555,R1,2,648040158.8023099,1.0,1.0,1.0
555,R2,1,351091817.142497,1.0,1.0,1.0
555,R2,2,250717442.47230995,1.0,1.0,1.0
555,R3,1,307098909.98499644,1.0,1.0,1.0
555,R3,2,282152924.68077195,1.0,1.0,1.0
602,R1,1,829172783.4568906,1.0,1.0,1.0
602,R1,2,985241045.2360132,1.0,1.0,1.0
602,R2,1,341052221.6068906,1.0,1.0,1.0
602,R2,2,220211474.30601323,1.0,1.0,1.0
602,R3,1,203100904.73226872,1.0,1.0,1.0
602,R3,2,267356591.61321586,1.0,1.0,1.0
