district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,780744589.6516671,1.0,1.0,1.0
1,R1,2,887544561.0945004,1.0,1.0,1.0
1,R2,1,407905028.5616671,1.0,1.0,1.0
1,R2,2,277901457.32450044,1.0,1.0,1.0
1,R3,1,379835328.4880005,1.0,1.0,1.0
1,R3,2,266378885.93340054,1.0,1.0,1.0
56,R1,1,1152911831.9446812,1.0,1.0,1.0
56,R1,2,967093364.2937849,1.0,1.0,1.0
56,R2,1,296736191.7346811,1.0,1.0,1.0
56,R2,2,314803444.60378486,1.0,1.0,1.0
56,R3,1,221778572.47561732,1.0,1.0,1.0
56,R3,2,265096408.7545418,1.0,1.0,1.0
99,R1,1,1259835421.8074288,1.0,1.0,1.0
99,R1,2,1386932655.9434614,1.0,1.0,1.0
99,R2,1,539985666.1274288,1.0,1.0,1.0
99,R2,2,474572388.91346145,1.0,1.0,1.0
99,R3,1,502465413.3749145,1.0,1.0,1.0
99,R3,2,414581667.88615376,1.0,1.0,1.0
