district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,709335495.0116671,1.0,1.0,1.0
1,R1,2,620544991.8245004,1.0,1.0,1.0
1,R2,1,313202434.2916671,1.0,1.0,1.0
1,R2,2,226323464.79450044,1.0,1.0,1.0
1,R3,1,212723460.52800053,1.0,1.0,1.0
1,R3,2,311418598.6234005,1.0,1.0,1.0
245,R1,1,676706386.7810351,1.0,1.0,1.0
245,R1,2,716925866.6311791,1.0,1.0,1.0
245,R2,1,257636070.00103503,1.0,1.0,1.0
245,R2,2,215151428.74117905,1.0,1.0,1.0
245,R3,1,178881014.48124203,1.0,1.0,1.0
245,R3,2,221835314.91141486,1.0,1.0,1.0
532,R1,1,977626820.4286332,1.0,1.0,1.0
532,R1,2,1135358123.3500557,1.0,1.0,1.0
532,R2,1,409756536.38863313,1.0,1.0,1.0
532,R2,2,375230624.8900556,1.0,1.0,1.0
532,R3,1,342800753.78035975,1.0,1.0,1.0
532,R3,2,310868662.2480667,1.0,1.0,1.0
