district_code,resource_id,time,demand
1028,R1,1,434216568.59
1028,R1,2,338633512.85
1028,R1,3,447948845.67
1028,R11,1,160641965.97
1028,R11,2,113124677.32
1028,R11,3,148103421.53
1028,R15,1,21095.66
1028,R15,2,12696.61
1028,R15,3,16524.1
1028,R16,1,65431.42
1028,R16,2,40146.34
1028,R16,3,45537.27
1028,R25,1,198000.69
1028,R25,2,130910.92
1028,R25,3,126267.32
1028,R27,1,516.9
1028,R27,2,442.14
1028,R27,3,532.05
1028,R31,1,1084.65
1028,R31,2,978.11
1028,R31,3,1079.96
1028,R33,1,197.46
1028,R33,2,167.77
1028,R33,3,132.19
1028,R48,1,3654844.73
1028,R48,2,1996068.14
1028,R48,3,2476011.72
1028,R9,1,3725825.0
1028,R9,2,3029839.35
1028,R9,3,3350168.53
1034,R1,1,432265486.47
1034,R1,2,522392073.33
1034,R1,3,423174183.58
1034,R11,1,118313915.87
1034,R11,2,123590623.25
1034,R11,3,110120748.35
1034,R15,1,16183.05
1034,R15,2,15113.64
1034,R15,3,15614.77
1034,R16,1,68620.89
1034,R16,2,43019.98
1034,R16,3,63176.5
1034,R25,1,190042.21
1034,R25,2,97994.37
1034,R25,3,160762.52
1034,R27,1,404.05
1034,R27,2,600.64
1034,R27,3,534.45
1034,R31,1,1254.79
1034,R31,2,1198.67
1034,R31,3,1133.82
1034,R33,1,196.2
1034,R33,2,153.1
1034,R33,3,214.74
1034,R48,1,2984806.31
1034,R48,2,2178632.34
1034,R48,3,1799799.12
1034,R9,1,2795310.45
1034,R9,2,2782725.68
1034,R9,3,2716473.04
13,R1,1,314063103.66909873
13,R1,2,226003054.65414178
13,R1,3,282708763.41468006
13,R11,1,93951609.50273818
13,R11,2,67130563.6297985
13,R11,3,60669494.13055215
13,R15,1,9857.63
13,R15,2,8639.3
13,R15,3,12284.93
13,R16,1,32421.82
13,R16,2,21556.81
13,R16,3,30287.82
13,R25,1,88001.52
13,R25,2,77595.26
13,R25,3,86926.74
13,R27,1,318.28
13,R27,2,373.61
13,R27,3,380.5
13,R31,1,721.7
13,R31,2,548.34
13,R31,3,600.9
13,R33,1,105.28
13,R33,2,84.36
13,R33,3,80.99
13,R48,1,1935627.83
13,R48,2,1435795.92
13,R48,3,1395474.1
13,R9,1,1845966.1081888308
13,R9,2,1383405.8827276055
13,R9,3,1662755.9532120985
419,R1,1,434878624.0774282
419,R1,2,313723639.66956306
419,R1,3,264431590.7038872
419,R11,1,118938101.24839951
419,R11,2,98798518.70738822
419,R11,3,109812324.46344207
419,R15,1,14922.79
419,R15,2,17716.02
419,R15,3,12970.93
419,R16,1,48725.52
419,R16,2,38997.98
419,R16,3,42520.66
419,R25,1,96559.57
419,R25,2,100205.27
419,R25,3,121340.81
419,R27,1,477.31
419,R27,2,429.99
419,R27,3,368.91
419,R31,1,1048.04
419,R31,2,868.83
419,R31,3,683.63
419,R33,1,159.95
419,R33,2,179.5
419,R33,3,112.18
419,R48,1,2587931.01
419,R48,2,2118206.24
419,R48,3,1981531.81
419,R9,1,2495789.8396853968
419,R9,2,2936046.3826067126
419,R9,3,2943012.0414984664
452,R1,1,349597177.34434915
452,R1,2,305639969.739737
452,R1,3,276793361.1721876
452,R11,1,141122614.47408876
452,R11,2,103901590.45563176
452,R11,3,83023423.72506267
452,R15,1,14234.43
452,R15,2,11652.66
452,R15,3,11752.37
452,R16,1,54527.55
452,R16,2,46635.74
452,R16,3,42223.67
452,R25,1,113659.83
452,R25,2,121738.85
452,R25,3,121404.46
452,R27,1,460.14
452,R27,2,441.83
452,R27,3,385.96
452,R31,1,1280.41
452,R31,2,1118.75
452,R31,3,800.99
452,R33,1,169.44
452,R33,2,132.19
452,R33,3,155.61
452,R48,1,3069617.06
452,R48,2,1636034.48
452,R48,3,1946249.57
452,R9,1,3774127.8219142114
452,R9,2,2978894.3157632765
452,R9,3,2349724.4389688578
575,R1,1,462462208.9655824
575,R1,2,479993262.2349873
575,R1,3,594230373.7134316
575,R11,1,145029551.8338153
575,R11,2,116848068.93898225
575,R11,3,131259820.31280419
575,R15,1,18500.21
