district_code,resource_id,time,demand,priority,urgency,time_index
245,R1,1,779566021.6210351,1.0,1.0,1.0
245,R1,2,530462356.05117905,1.0,1.0,1.0
245,R2,1,253153865.84103504,1.0,1.0,1.0
245,R2,2,218495334.47117904,1.0,1.0,1.0
245,R3,1,181100049.47124204,1.0,1.0,1.0
245,R3,2,224737807.82141486,1.0,1.0,1.0
261,R1,1,703683278.6745918,1.0,1.0,1.0
261,R1,2,765316434.6975714,1.0,1.0,1.0
261,R2,1,186029788.55459177,1.0,1.0,1.0
261,R2,2,208264964.50757137,1.0,1.0,1.0
261,R3,1,236425485.2355101,1.0,1.0,1.0
261,R3,2,186879525.99908563,1.0,1.0,1.0
602,R1,1,941210076.6868906,1.0,1.0,1.0
602,R1,2,934027869.5660132,1.0,1.0,1.0
602,R2,1,394447800.9968906,1.0,1.0,1.0
602,R2,2,369633967.5560132,1.0,1.0,1.0
602,R3,1,345514766.18226874,1.0,1.0,1.0
602,R3,2,344846493.7732159,1.0,1.0,1.0
