district_code,resource_id,time,demand,priority,urgency,time_index
132,R1,1,1399429449.9033809,1.0,1.0,1.0
132,R1,2,1730610103.426994,1.0,1.0,1.0
132,R2,1,474718582.2233808,1.0,1.0,1.0
132,R2,2,389850122.6169941,1.0,1.0,1.0
132,R3,1,398534245.95005697,1.0,1.0,1.0
132,R3,2,550786425.4783928,1.0,1.0,1.0
241,R1,1,561441175.8906198,1.0,1.0,1.0
241,R1,2,608997841.8907936,1.0,1.0,1.0
241,R2,1,213724214.2806198,1.0,1.0,1.0
241,R2,2,150034483.8507935,1.0,1.0,1.0
241,R3,1,202868265.50074375,1.0,1.0,1.0
241,R3,2,142463522.1309522,1.0,1.0,1.0
634,R1,1,575125882.9001833,1.0,1.0,1.0
634,R1,2,344200531.7901374,1.0,1.0,1.0
634,R2,1,170944506.65018335,1.0,1.0,1.0
634,R2,2,183961835.2801374,1.0,1.0,1.0
634,R3,1,166071128.61022004,1.0,1.0,1.0
634,R3,2,129694855.54016486,1.0,1.0,1.0
