district_code,resource_id,time,demand,priority,urgency,time_index
293,R1,1,790907419.5631623,1.0,1.0,1.0
293,R1,2,713603827.1084225,1.0,1.0,1.0
293,R2,1,198166665.63316235,1.0,1.0,1.0
293,R2,2,202564525.2684225,1.0,1.0,1.0
293,R3,1,209001674.35779482,1.0,1.0,1.0
293,R3,2,213212670.802107,1.0,1.0,1.0
494,R1,1,768954204.0606017,1.0,1.0,1.0
494,R1,2,506458733.5907114,1.0,1.0,1.0
494,R2,1,246490135.87060174,1.0,1.0,1.0
494,R2,2,157298917.84071144,1.0,1.0,1.0
494,R3,1,246090120.9307221,1.0,1.0,1.0
494,R3,2,155102701.14085373,1.0,1.0,1.0
602,R1,1,862279241.5768906,1.0,1.0,1.0
602,R1,2,1026852860.3960133,1.0,1.0,1.0
602,R2,1,334247826.8068906,1.0,1.0,1.0
602,R2,2,460573405.47601324,1.0,1.0,1.0
602,R3,1,398894223.8622687,1.0,1.0,1.0
602,R3,2,316254104.5132159,1.0,1.0,1.0
