district_code,resource_id,time,demand,priority,urgency,time_index
56,R1,1,835246169.9146811,1.0,1.0,1.0
56,R1,2,682996862.7537849,1.0,1.0,1.0
56,R2,1,232039553.4046811,1.0,1.0,1.0
56,R2,2,262511960.66378483,1.0,1.0,1.0
56,R3,1,196059600.11561733,1.0,1.0,1.0
56,R3,2,172495501.1945418,1.0,1.0,1.0
588,R1,1,926276838.4514307,1.0,1.0,1.0
588,R1,2,995548663.6177132,1.0,1.0,1.0
588,R2,1,246245018.6814307,1.0,1.0,1.0
588,R2,2,264428164.26771322,1.0,1.0,1.0
588,R3,1,224334263.7277168,1.0,1.0,1.0
588,R3,2,217803987.98725587,1.0,1.0,1.0
638,R1,1,671288091.2100649,1.0,1.0,1.0
638,R1,2,521788291.3201049,1.0,1.0,1.0
638,R2,1,256294567.21006483,1.0,1.0,1.0
638,R2,2,166702568.2401049,1.0,1.0,1.0
638,R3,1,219562675.0900778,1.0,1.0,1.0
638,R3,2,140839071.93012592,1.0,1.0,1.0
