district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,629408719.0816671,1.0,1.0,1.0
1,R1,2,506246849.25450045,1.0,1.0,1.0
1,R2,1,221256680.44166708,1.0,1.0,1.0
1,R2,2,200646490.67450044,1.0,1.0,1.0
1,R3,1,210604599.03800052,1.0,1.0,1.0
1,R3,2,140719869.25340053,1.0,1.0,1.0
496,R1,1,601638853.4114405,1.0,1.0,1.0
496,R1,2,545499835.3768134,1.0,1.0,1.0
496,R2,1,197298088.34144047,1.0,1.0,1.0
496,R2,2,191866869.11681348,1.0,1.0,1.0
496,R3,1,189577435.12172857,1.0,1.0,1.0
496,R3,2,140263672.87817615,1.0,1.0,1.0
588,R1,1,681196815.5214307,1.0,1.0,1.0
588,R1,2,595928549.0377132,1.0,1.0,1.0
588,R2,1,315230812.85143065,1.0,1.0,1.0
588,R2,2,202892591.25771323,1.0,1.0,1.0
588,R3,1,275737882.5477168,1.0,1.0,1.0
588,R3,2,227611949.81725585,1.0,1.0,1.0
