district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,735157322.3126283,1.0,1.0,1.0
23,R1,2,623285535.5508434,1.0,1.0,1.0
23,R2,1,228312788.80262837,1.0,1.0,1.0
23,R2,2,228501160.59084344,1.0,1.0,1.0
23,R3,1,176092492.17515406,1.0,1.0,1.0
23,R3,2,228913431.89301214,1.0,1.0,1.0
293,R1,1,717164341.7931623,1.0,1.0,1.0
293,R1,2,556155870.8084224,1.0,1.0,1.0
293,R2,1,222247818.42316234,1.0,1.0,1.0
293,R2,2,235345978.2484225,1.0,1.0,1.0
293,R3,1,222287346.2777948,1.0,1.0,1.0
293,R3,2,230254164.38210702,1.0,1.0,1.0
587,R1,1,748925254.541204,1.0,1.0,1.0
587,R1,2,648924748.712173,1.0,1.0,1.0
587,R2,1,265258945.571204,1.0,1.0,1.0
587,R2,2,211086794.09217292,1.0,1.0,1.0
587,R3,1,219913752.6314448,1.0,1.0,1.0
587,R3,2,122051423.41260749,1.0,1.0,1.0
