district_code,resource_id,time,demand
1017,R1,1,15.19
1017,R1,2,15.52
1017,R1,3,13.87
1017,R1,4,15.23
1017,R1,5,16.0
1017,R1,6,16.92
1017,R11,1,13.25
1017,R11,2,20.24
1017,R11,3,14.04
1017,R11,4,14.07
1017,R11,5,12.9
1017,R11,6,14.64
1017,R13,1,12.64
1017,R13,2,15.57
1017,R13,3,16.9
1017,R13,4,14.96
1017,R13,5,12.37
1017,R13,6,18.85
1017,R14,1,18.42
1017,R14,2,17.46
1017,R14,3,15.46
1017,R14,4,16.3
1017,R14,5,14.65
1017,R14,6,12.36
1017,R18,1,15.82
1017,R18,2,18.05
1017,R18,3,16.19
1017,R18,4,13.27
1017,R18,5,16.76
1017,R18,6,16.47
1017,R23,1,16.33
1017,R23,2,17.38
1017,R23,3,15.15
1017,R23,4,12.63
1017,R23,5,13.29
1017,R23,6,13.13
1017,R25,1,17.33
1017,R25,2,15.75
1017,R25,3,13.87
1017,R25,4,17.51
1017,R25,5,16.97
1017,R25,6,15.89
1017,R28,1,13.77
1017,R28,2,19.07
1017,R28,3,18.81
1017,R28,4,17.65
1017,R28,5,16.87
1017,R28,6,13.46
1017,R30,1,14.93
1017,R30,2,15.81
1017,R30,3,17.4
1017,R30,4,17.94
1017,R30,5,15.44
1017,R30,6,18.58
1017,R33,1,14.72
1017,R33,2,14.21
1017,R33,3,16.99
1017,R33,4,19.37
1017,R33,5,16.25
1017,R33,6,14.99
1017,R34,1,15.28
1017,R34,2,17.39
1017,R34,3,20.83
1017,R34,4,16.77
1017,R34,5,13.87
1017,R34,6,17.93
1017,R36,1,17.26
1017,R36,2,16.96
1017,R36,3,13.28
1017,R36,4,15.47
1017,R36,5,12.31
1017,R36,6,12.14
1017,R37,1,14.98
1017,R37,2,16.64
1017,R37,3,17.39
1017,R37,4,16.92
1017,R37,5,17.78
1017,R37,6,12.95
1017,R38,1,18.34
1017,R38,2,13.55
1017,R38,3,14.6
1017,R38,4,15.59
1017,R38,5,13.15
1017,R38,6,19.3
1017,R45,1,13.53
1017,R45,2,13.64
1017,R45,3,14.25
1017,R45,4,12.41
1017,R45,5,15.81
1017,R45,6,19.76
1017,R46,1,15.76
1017,R46,2,16.74
1017,R46,3,15.29
1017,R46,4,16.36
1017,R46,5,17.12
1017,R46,6,15.05
1017,R50,1,18.9
1017,R50,2,16.2
1017,R50,3,17.49
1017,R50,4,19.59
1017,R50,5,16.04
1017,R50,6,14.1
1017,R52,1,14.03
1017,R52,2,17.84
1017,R52,3,15.29
1017,R52,4,16.33
1017,R52,5,18.22
1017,R52,6,16.75
1017,R55,1,17.67
1017,R55,2,16.56
1017,R55,3,14.18
1017,R55,4,16.59
1017,R55,5,14.62
1017,R55,6,16.42
1017,R8,1,13.62
1017,R8,2,16.98
1017,R8,3,14.99
1017,R8,4,14.16
1017,R8,5,14.94
1017,R8,6,14.38
1035,R1,1,13.35
1035,R1,2,15.36
