state_code,resource_id,quantity
1,R1,0.522204
1,R10,0.58846
1,R11,0.454584
1,R2,0.522204
1,R3,0.62851
1,R4,0.680892
1,R5,0.711283
1,R6,0.858093
1,R7,0.596291
1,R8,0.331296
1,R9,0.527229
2,R1,0.284228
2,R10,0.242307
2,R11,0.129881
2,R2,0.284228
2,R3,0.340556
2,R4,0.368934
2,R5,0.395844
2,R6,0.433295
2,R7,0.347095
2,R8,0.19949
2,R9,0.216223
3,R1,1.155197
3,R10,1.246151
3,R11,1.688453
3,R2,1.155197
3,R3,1.382839
3,R4,1.498087
3,R5,1.578738
3,R6,1.792651
3,R7,1.381703
3,R8,1.02951
3,R9,0.998181
4,R1,0.043948
4,R10,0.051923
4,R11,0.0
4,R2,0.043948
4,R3,0.053497
4,R4,0.057959
4,R5,0.046388
4,R6,0.072216
4,R7,0.040049
4,R8,0.032061
4,R9,0.065163
5,R1,0.41998
5,R10,0.51923
5,R11,0.389643
5,R2,0.41998
5,R3,0.503775
5,R4,0.545753
5,R5,0.562841
5,R6,0.645694
5,R7,0.509517
5,R8,0.309922
5,R9,0.34655
6,R1,1.055602
6,R10,0.969229
6,R11,1.168929
6,R2,1.055602
6,R3,1.267724
6,R4,1.373371
6,R5,1.509156
6,R6,1.658839
6,R7,1.347093
6,R8,0.819333
6,R9,0.856007
7,R1,0.688975
7,R10,0.692306
7,R11,0.779286
7,R2,0.688975
7,R3,0.828088
7,R4,0.897091
7,R5,0.967963
7,R6,1.087485
7,R7,0.901852
7,R8,0.609157
7,R9,0.660518
8,R1,2.854268
8,R10,3.374992
8,R11,4.156193
8,R2,2.854268
8,R3,3.424301
8,R4,3.70966
8,R5,4.318722
8,R6,4.564462
8,R7,3.478362
8,R8,2.247823
8,R9,2.585793
9,R1,8.319928
9,R10,8.238442
9,R11,11.29965
9,R2,8.319928
9,R3,9.994214
9,R4,10.827029
9,R5,12.436621
9,R6,13.291952
9,R7,9.999733
9,R8,6.807592
9,R9,7.68333
10,R1,4.334567
10,R10,5.780756
10,R11,5.974527
10,R2,4.334567
10,R3,5.203192
10,R4,5.63677
10,R5,6.608743
10,R6,6.979443
10,R7,4.654874
10,R8,3.402015
10,R9,3.93941
11,R1,0.025424
11,R10,0.017308
11,R11,0.0
11,R2,0.025424
11,R3,0.028904
11,R4,0.031321
11,R5,0.052573
11,R6,0.070092
11,R7,0.024475
11,R8,0.021374
11,R9,0.008886
12,R1,0.057617
12,R10,0.173077
12,R11,0.064941
12,R2,0.057617
12,R3,0.070031
12,R4,0.07588
12,R5,0.139164
12,R6,0.161424
12,R7,0.064524
12,R8,0.032061
12,R9,0.041467
13,R1,0.082382
13,R10,0.103846
13,R11,0.064941
13,R2,0.082382
13,R3,0.099539
13,R4,0.107851
13,R5,0.136071
13,R6,0.191159
13,R7,0.075649
13,R8,0.04631
13,R9,0.088859
14,R1,0.118912
14,R10,0.224999
14,R11,0.129881
14,R2,0.118912
14,R3,0.142311
14,R4,0.15417
14,R5,0.190191
14,R6,0.203903
14,R7,0.155006
14,R8,0.085496
14,R9,0.115517
15,R1,0.045686
15,R10,0.034615
15,R11,0.129881
15,R2,0.045686
15,R3,0.053539
15,R4,0.058013
15,R5,0.080406
15,R6,0.093456
15,R7,0.057107
15,R8,0.078371
15,R9,0.044429
16,R1,0.152977
16,R10,0.121154
16,R11,0.194822
16,R2,0.152977
16,R3,0.183709
16,R4,0.199027
16,R5,0.227301
16,R6,0.271871
16,R7,0.178739
16,R8,0.096183
16,R9,0.127364
17,R1,0.123537
17,R10,0.103846
17,R11,0.064941
17,R2,0.123537
17,R3,0.148246
17,R4,0.160613
17,R5,0.171636
17,R6,0.182663
17,R7,0.129295
17,R8,0.110432
17,R9,0.100707
18,R1,1.29936
18,R10,1.557689
18,R11,2.143037
18,R2,1.29936
18,R3,1.556949
18,R4,1.686691
18,R5,1.915824
18,R6,2.107002
18,R7,1.667487
18,R8,1.104319
18,R9,1.193671
19,R1,3.738207
19,R10,4.27499
19,R11,5.714765
19,R2,3.738207
19,R3,4.47837
19,R4,4.851546
19,R5,5.943848
19,R6,6.053382
19,R7,4.629904
19,R8,3.013722
19,R9,3.364789
20,R1,1.373583
20,R10,1.574996
20,R11,1.623513
20,R2,1.373583
20,R3,1.65326
20,R4,1.791023
20,R5,2.065812
20,R6,2.191961
20,R7,1.755744
20,R8,1.104319
20,R9,1.202557
21,R1,1.747752
21,R10,1.99038
21,R11,2.207978
21,R2,1.747752
21,R3,2.097478
21,R4,2.272266
21,R5,2.518868
21,R6,2.793052
21,R7,2.053395
21,R8,1.332307
21,R9,1.412856
22,R1,1.063669
22,R10,0.848075
22,R11,1.753394
22,R2,1.063669
22,R3,1.271868
22,R4,1.377864
22,R5,1.646774
22,R6,1.656715
22,R7,1.207414
22,R8,0.887017
22,R9,0.977448
23,R1,3.024087
23,R10,3.565376
23,R11,3.961371
23,R2,3.024087
23,R3,3.623087
23,R4,3.925011
23,R5,4.306352
23,R6,4.647298
23,R7,3.73003
23,R8,2.50431
23,R9,2.677614
24,R1,2.516631
24,R10,2.423071
24,R11,2.207978
24,R2,2.516631
24,R3,3.019211
24,R4,3.270811
24,R5,3.726502
24,R6,4.035588
24,R7,2.876879
24,R8,2.123142
24,R9,2.304407
25,R1,0.010128
25,R10,0.017308
25,R11,0.0
25,R2,0.010128
25,R3,0.012703
25,R4,0.013779
25,R5,0.01237
25,R6,0.019116
25,R7,0.012114
25,R8,0.003562
25,R9,0.002962
26,R1,0.014312
26,R10,0.0
26,R11,0.0
26,R2,0.014312
26,R3,0.017367
26,R4,0.018814
26,R5,0.02474
26,R6,0.027612
26,R7,0.011372
26,R8,0.021374
26,R9,0.0
27,R1,4.506427
27,R10,4.759604
27,R11,7.013576
27,R2,4.506427
27,R3,5.415493
27,R4,5.866775
27,R5,6.970569
27,R6,7.487078
27,R7,5.554254
27,R8,3.544507
27,R9,3.903866
28,R1,3.467103
28,R10,3.911529
28,R11,5.06536
28,R2,3.467103
28,R3,4.157743
28,R4,4.504206
28,R5,5.285139
28,R6,5.598847
28,R7,4.288496
28,R8,2.589806
28,R9,3.074517
29,R1,2.543929
29,R10,2.526917
29,R11,4.351015
29,R2,2.543929
29,R3,3.051821
29,R4,3.306138
29,R5,3.92597
29,R6,4.027092
29,R7,3.18615
29,R8,2.07327
29,R9,2.526554
30,R1,0.060732
30,R10,0.034615
30,R11,0.0
30,R2,0.060732
30,R3,0.072343
30,R4,0.078371
30,R5,0.102054
30,R6,0.082836
30,R7,0.061557
30,R8,0.028499
30,R9,0.079973
31,R1,0.002685
31,R10,0.0
31,R11,0.0
31,R2,0.002685
31,R3,0.00329
31,R4,0.003573
31,R5,0.004639
31,R6,0.006372
31,R7,0.002225
31,R8,0.0
31,R9,0.0
32,R1,1.390985
32,R10,1.678842
32,R11,2.078096
32,R2,1.390985
32,R3,1.676812
32,R4,1.816551
32,R5,2.056534
32,R6,2.13249
32,R7,1.531517
32,R8,1.072258
32,R9,1.249948
33,R1,2.939615
33,R10,3.374992
33,R11,5.130301
33,R2,2.939615
33,R3,3.519737
33,R4,3.813035
33,R5,4.341916
33,R6,4.532602
33,R7,3.471687
33,R8,2.368942
33,R9,2.609489
34,R1,0.050611
34,R10,0.017308
34,R11,0.064941
34,R2,0.050611
34,R3,0.061514
34,R4,0.06664
34,R5,0.060304
34,R6,0.09558
34,R7,0.067738
34,R8,0.010687
34,R9,0.050353
35,R1,0.015336
35,R10,0.017308
35,R11,0.064941
35,R2,0.015336
35,R3,0.018679
35,R4,0.02024
35,R5,0.034018
35,R6,0.027612
35,R7,0.011372
35,R8,0.0
35,R9,0.008886
