district_code,resource_id,time,demand,priority,urgency,time_index
245,R1,1,806251725.8510351,1.0,1.0,1.0
245,R1,2,494891936.75117904,1.0,1.0,1.0
245,R2,1,231501367.70103502,1.0,1.0,1.0
245,R2,2,241178115.33117905,1.0,1.0,1.0
245,R3,1,187671179.52124205,1.0,1.0,1.0
245,R3,2,184880976.81141487,1.0,1.0,1.0
272,R1,1,834074676.4370776,1.0,1.0,1.0
272,R1,2,538063019.3184731,1.0,1.0,1.0
272,R2,1,168676065.32707772,1.0,1.0,1.0
272,R2,2,252958201.0284732,1.0,1.0,1.0
272,R3,1,217393017.18849325,1.0,1.0,1.0
272,R3,2,141303044.71216783,1.0,1.0,1.0
587,R1,1,552152034.5712041,1.0,1.0,1.0
587,R1,2,816658639.602173,1.0,1.0,1.0
587,R2,1,228436212.941204,1.0,1.0,1.0
587,R2,2,207352701.1321729,1.0,1.0,1.0
587,R3,1,203616337.6614448,1.0,1.0,1.0
587,R3,2,204454465.7126075,1.0,1.0,1.0
