district_code,resource_id,time,demand,priority,urgency,time_index
289,R1,1,699056507.7968056,1.0,1.0,1.0
289,R1,2,532252634.47714126,1.0,1.0,1.0
289,R2,1,248413220.9568056,1.0,1.0,1.0
289,R2,2,262042359.03714126,1.0,1.0,1.0
289,R3,1,198430520.2441667,1.0,1.0,1.0
289,R3,2,223343490.92456952,1.0,1.0,1.0
588,R1,1,1130481060.9314308,1.0,1.0,1.0
588,R1,2,671160740.2277131,1.0,1.0,1.0
588,R2,1,348135160.91143066,1.0,1.0,1.0
588,R2,2,271219739.15771323,1.0,1.0,1.0
588,R3,1,259655287.7977168,1.0,1.0,1.0
588,R3,2,170475639.41725588,1.0,1.0,1.0
638,R1,1,795764998.8800648,1.0,1.0,1.0
638,R1,2,457181383.3301049,1.0,1.0,1.0
638,R2,1,203230661.6700648,1.0,1.0,1.0
638,R2,2,251758842.52010491,1.0,1.0,1.0
638,R3,1,218225347.0600778,1.0,1.0,1.0
638,R3,2,198091182.65012592,1.0,1.0,1.0
