district_code,resource_id,time,demand,priority,urgency,time_index
400,R1,1,1232004723.1973712,1.0,1.0,1.0
400,R1,2,1121208271.590233,1.0,1.0,1.0
400,R2,1,425016201.8173713,1.0,1.0,1.0
400,R2,2,392739337.4802332,1.0,1.0,1.0
400,R3,1,366680758.7488456,1.0,1.0,1.0
400,R3,2,334017215.4522798,1.0,1.0,1.0
634,R1,1,808224381.3701833,1.0,1.0,1.0
634,R1,2,709597506.2801373,1.0,1.0,1.0
634,R2,1,377684404.11018336,1.0,1.0,1.0
634,R2,2,233152092.20013738,1.0,1.0,1.0
634,R3,1,288950220.98022,1.0,1.0,1.0
634,R3,2,299584033.2201649,1.0,1.0,1.0
99,R1,1,1411871008.6374288,1.0,1.0,1.0
99,R1,2,1172428272.1234615,1.0,1.0,1.0
99,R2,1,601379682.6974288,1.0,1.0,1.0
99,R2,2,400942752.24346143,1.0,1.0,1.0
99,R3,1,395625029.1249145,1.0,1.0,1.0
99,R3,2,314578115.4261538,1.0,1.0,1.0
