district_code,resource_id,time,demand
361,R1,0,0.0252609051760635
361,R1,1,20.470068355815
361,R1,2,20.121293925693575
361,R1,3,17.85727418549131
361,R1,4,24.753176533485295
361,R1,5,24.69
361,R1,6,24.11
361,R1,7,19.4
361,R1,8,22.18
361,R11,0,0.0353652672464891
361,R11,1,24.812095698140997
361,R11,2,16.80781149597101
361,R11,3,25.866183859687837
361,R11,4,23.26644714687941
361,R11,5,24.4
361,R11,6,29.07
361,R11,7,24.82
361,R11,8,22.48
361,R13,1,20.68
361,R13,2,25.43
361,R13,3,18.8
361,R13,4,17.55
361,R13,5,23.88
361,R13,6,29.54
361,R13,7,15.85
361,R13,8,20.84
361,R14,1,27.4
361,R14,2,26.18
361,R14,3,27.29
361,R14,4,24.6
361,R14,5,18.23
361,R14,6,23.44
361,R14,7,22.78
361,R14,8,30.74
361,R17,1,17.6
361,R17,2,23.16
361,R17,3,25.09
361,R17,4,23.73
361,R17,5,24.6
361,R17,6,20.9
361,R17,7,17.39
361,R17,8,26.29
361,R18,1,24.58
361,R18,2,19.39
361,R18,3,26.94
361,R18,4,20.08
361,R18,5,22.01
361,R18,6,21.24
361,R18,7,25.26
361,R18,8,25.09
361,R23,1,19.89
361,R23,2,19.92
361,R23,3,27.86
361,R23,4,22.28
361,R23,5,21.15
361,R23,6,19.75
361,R23,7,27.58
361,R23,8,21.21
361,R24,1,27.1
361,R24,2,20.84
361,R24,3,23.15
361,R24,4,31.43
361,R24,5,19.02
361,R24,6,19.87
361,R24,7,29.14
361,R24,8,20.79
361,R25,1,17.0
361,R25,2,26.54
361,R25,3,25.95
361,R25,4,20.48
361,R25,5,22.54
361,R25,6,21.12
361,R25,7,25.15
361,R25,8,22.39
361,R26,1,24.43
361,R26,2,24.14
361,R26,3,22.46
361,R26,4,24.52
361,R26,5,21.49
361,R26,6,21.81
361,R26,7,26.72
361,R26,8,20.56
361,R27,1,27.62
361,R27,2,26.16
361,R27,3,22.85
361,R27,4,25.79
361,R27,5,21.84
361,R27,6,26.9
361,R27,7,23.13
361,R27,8,17.63
361,R3,0,0.0303130862112763
361,R3,1,26.056082026977997
361,R3,2,23.509552710832295
361,R3,3,24.256729022589575
361,R3,4,22.449811840182353
361,R3,5,28.52
361,R3,6,28.85
361,R3,7,23.69
361,R3,8,21.04
361,R30,1,17.86
361,R30,2,27.97
361,R30,3,22.56
361,R30,4,21.77
361,R30,5,17.66
361,R30,6,22.95
361,R30,7,23.08
361,R30,8,28.05
361,R38,1,20.67
361,R38,2,20.91
361,R38,3,23.47
361,R38,4,24.19
361,R38,5,17.7
361,R38,6,22.69
361,R38,7,28.05
361,R38,8,27.07
361,R4,0,0.0328391767288827
361,R4,1,19.7090888625595
361,R4,2,19.91368210340165
361,R4,3,24.901456441138706
361,R4,4,20.753129493530885
361,R4,5,24.68
361,R4,6,22.32
361,R4,7,23.35
361,R4,8,23.76
361,R41,1,21.36
361,R41,2,30.85
361,R41,3,20.54
361,R41,4,20.07
361,R41,5,21.71
361,R41,6,24.65
361,R41,7,21.65
361,R41,8,26.57
