district_code,resource_id,time,demand,priority,urgency,time_index
327,R1,1,1018251976.0014158,1.0,1.0,1.0
327,R1,2,770401706.6979021,1.0,1.0,1.0
327,R2,1,310462671.02141577,1.0,1.0,1.0
327,R2,2,343592439.7279021,1.0,1.0,1.0
327,R3,1,239831467.98369893,1.0,1.0,1.0
327,R3,2,249055947.79148254,1.0,1.0,1.0
418,R1,1,961784206.2524644,1.0,1.0,1.0
418,R1,2,916979837.6761255,1.0,1.0,1.0
418,R2,1,322157784.3424644,1.0,1.0,1.0
418,R2,2,288819318.88612556,1.0,1.0,1.0
418,R3,1,217064741.80695724,1.0,1.0,1.0
418,R3,2,301803976.6693506,1.0,1.0,1.0
588,R1,1,856872891.6814307,1.0,1.0,1.0
588,R1,2,593475331.6477132,1.0,1.0,1.0
588,R2,1,255063716.4914307,1.0,1.0,1.0
588,R2,2,229287002.1477132,1.0,1.0,1.0
588,R3,1,217861406.7477168,1.0,1.0,1.0
588,R3,2,217560200.96725586,1.0,1.0,1.0
