district_code,resource_id,time,demand,priority,urgency,time_index
300,R1,1,764012469.2831924,1.0,1.0,1.0
300,R1,2,821149316.4696443,1.0,1.0,1.0
300,R2,1,203108029.08319244,1.0,1.0,1.0
300,R2,2,218105866.9196443,1.0,1.0,1.0
300,R3,1,200468654.0478309,1.0,1.0,1.0
300,R3,2,164216204.09357315,1.0,1.0,1.0
370,R1,1,683209713.3717518,1.0,1.0,1.0
370,R1,2,672533857.0917183,1.0,1.0,1.0
370,R2,1,223601338.22175172,1.0,1.0,1.0
370,R2,2,257068342.6617184,1.0,1.0,1.0
370,R3,1,181755992.66010207,1.0,1.0,1.0
370,R3,2,227783874.57206208,1.0,1.0,1.0
588,R1,1,648404870.2514307,1.0,1.0,1.0
588,R1,2,860227422.3777132,1.0,1.0,1.0
588,R2,1,248596667.1914307,1.0,1.0,1.0
588,R2,2,242824250.98771322,1.0,1.0,1.0
588,R3,1,194818510.9877168,1.0,1.0,1.0
588,R3,2,171403576.66725588,1.0,1.0,1.0
