district_code,resource_id,time,demand,priority,urgency,time_index
241,R1,1,941555729.0006198,1.0,1.0,1.0
241,R1,2,795316871.6907936,1.0,1.0,1.0
241,R2,1,374108805.00061977,1.0,1.0,1.0
241,R2,2,310817080.0207935,1.0,1.0,1.0
241,R3,1,273861790.9607437,1.0,1.0,1.0
241,R3,2,274810721.8409522,1.0,1.0,1.0
497,R1,1,1437644630.1644874,1.0,1.0,1.0
497,R1,2,1638448150.421902,1.0,1.0,1.0
497,R2,1,643624365.3444875,1.0,1.0,1.0
497,R2,2,468103695.7019021,1.0,1.0,1.0
497,R3,1,454513958.0473851,1.0,1.0,1.0
497,R3,2,608183932.9822825,1.0,1.0,1.0
588,R1,1,1198863101.7614307,1.0,1.0,1.0
588,R1,2,1007106183.7477132,1.0,1.0,1.0
588,R2,1,461359799.67143065,1.0,1.0,1.0
588,R2,2,396550283.9877132,1.0,1.0,1.0
588,R3,1,430017422.8477168,1.0,1.0,1.0
588,R3,2,292209187.43725586,1.0,1.0,1.0
