district_code,resource_id,time,demand,priority,urgency,time_index
346,R1,1,800656988.2675906,1.0,1.0,1.0
346,R1,2,556619606.3990992,1.0,1.0,1.0
346,R2,1,344637335.8575907,1.0,1.0,1.0
346,R2,2,210019860.44909915,1.0,1.0,1.0
346,R3,1,193851711.4271088,1.0,1.0,1.0
346,R3,2,193173789.18091902,1.0,1.0,1.0
585,R1,1,618207821.9283462,1.0,1.0,1.0
585,R1,2,438621804.44468856,1.0,1.0,1.0
585,R2,1,195933349.94834626,1.0,1.0,1.0
585,R2,2,187613386.79468855,1.0,1.0,1.0
585,R3,1,134577240.19001552,1.0,1.0,1.0
585,R3,2,176067627.08762625,1.0,1.0,1.0
90,R1,1,626979445.4438872,1.0,1.0,1.0
90,R1,2,626524340.4006964,1.0,1.0,1.0
90,R2,1,247696414.7838872,1.0,1.0,1.0
90,R2,2,248566075.1106964,1.0,1.0,1.0
90,R3,1,215359715.30466467,1.0,1.0,1.0
90,R3,2,168885513.2428357,1.0,1.0,1.0
