district_code,resource_id,time,demand,priority,urgency,time_index
241,R1,1,831192030.6506197,1.0,1.0,1.0
241,R1,2,532819606.9607935,1.0,1.0,1.0
241,R2,1,217088187.6606198,1.0,1.0,1.0
241,R2,2,215736409.27079353,1.0,1.0,1.0
241,R3,1,190375380.09074375,1.0,1.0,1.0
241,R3,2,179013338.0009522,1.0,1.0,1.0
281,R1,1,714863270.7507848,1.0,1.0,1.0
281,R1,2,697863309.3118424,1.0,1.0,1.0
281,R2,1,265815689.44078472,1.0,1.0,1.0
281,R2,2,183578756.94184253,1.0,1.0,1.0
281,R3,1,218201781.39094165,1.0,1.0,1.0
281,R3,2,206904488.33221108,1.0,1.0,1.0
69,R1,1,710180870.8634813,1.0,1.0,1.0
69,R1,2,728496187.4667177,1.0,1.0,1.0
69,R2,1,266536696.38348126,1.0,1.0,1.0
69,R2,2,247606101.70671764,1.0,1.0,1.0
69,R3,1,265370990.9061775,1.0,1.0,1.0
69,R3,2,246821048.98006117,1.0,1.0,1.0
