district_code,resource_id,time,demand,priority,urgency,time_index
241,R1,1,470206216.38061976,1.0,1.0,1.0
241,R1,2,507947656.7607935,1.0,1.0,1.0
241,R2,1,229549274.5506198,1.0,1.0,1.0
241,R2,2,181992859.0407935,1.0,1.0,1.0
241,R3,1,224694209.86074376,1.0,1.0,1.0
241,R3,2,145594929.43095222,1.0,1.0,1.0
272,R1,1,655766843.6470777,1.0,1.0,1.0
272,R1,2,591671942.5684731,1.0,1.0,1.0
272,R2,1,156441327.15707773,1.0,1.0,1.0
272,R2,2,175817821.97847322,1.0,1.0,1.0
272,R3,1,190786706.80849326,1.0,1.0,1.0
272,R3,2,159284818.84216782,1.0,1.0,1.0
585,R1,1,606117535.2283462,1.0,1.0,1.0
585,R1,2,469792545.28468853,1.0,1.0,1.0
585,R2,1,195601976.12834626,1.0,1.0,1.0
585,R2,2,145025514.40468854,1.0,1.0,1.0
585,R3,1,165622958.6800155,1.0,1.0,1.0
585,R3,2,172814408.40762624,1.0,1.0,1.0
