district_code,resource_id,time,demand,priority,urgency,time_index
245,R1,1,699279749.9810351,1.0,1.0,1.0
245,R1,2,453977609.88117903,1.0,1.0,1.0
245,R2,1,166934873.38103503,1.0,1.0,1.0
245,R2,2,230963919.28117904,1.0,1.0,1.0
245,R3,1,162676555.59124205,1.0,1.0,1.0
245,R3,2,144297964.00141487,1.0,1.0,1.0
35,R1,1,706639050.1086543,1.0,1.0,1.0
35,R1,2,548697885.2653356,1.0,1.0,1.0
35,R2,1,279194357.9386543,1.0,1.0,1.0
35,R2,2,220655555.8253356,1.0,1.0,1.0
35,R3,1,195972094.46438512,1.0,1.0,1.0
35,R3,2,202232692.81040272,1.0,1.0,1.0
99,R1,1,880822667.2274288,1.0,1.0,1.0
99,R1,2,819229049.8534615,1.0,1.0,1.0
99,R2,1,281129774.2174288,1.0,1.0,1.0
99,R2,2,350826190.28346145,1.0,1.0,1.0
99,R3,1,249313353.91491458,1.0,1.0,1.0
99,R3,2,266067854.61615372,1.0,1.0,1.0
