district_code,resource_id,time,demand,priority,urgency,time_index
35,R1,1,919712613.0786542,1.0,1.0,1.0
35,R1,2,673808237.7853355,1.0,1.0,1.0
35,R2,1,276466727.60865426,1.0,1.0,1.0
35,R2,2,249107114.2553356,1.0,1.0,1.0
35,R3,1,178783264.7543851,1.0,1.0,1.0
35,R3,2,261957008.26040274,1.0,1.0,1.0
55,R1,1,571304283.7325944,1.0,1.0,1.0
55,R1,2,662767534.3137946,1.0,1.0,1.0
55,R2,1,271395802.76259434,1.0,1.0,1.0
55,R2,2,177199712.82379466,1.0,1.0,1.0
55,R3,1,218613114.7971132,1.0,1.0,1.0
55,R3,2,147755042.8205536,1.0,1.0,1.0
602,R1,1,1071418948.9168906,1.0,1.0,1.0
602,R1,2,1138984850.7060132,1.0,1.0,1.0
602,R2,1,437847975.8668906,1.0,1.0,1.0
602,R2,2,415771473.98601323,1.0,1.0,1.0
602,R3,1,365846597.0922687,1.0,1.0,1.0
602,R3,2,263680066.2732159,1.0,1.0,1.0
