district_code,resource_id,time,demand,priority,urgency,time_index
132,R1,1,2030144164.8333807,1.0,1.0,1.0
132,R1,2,1859382415.656994,1.0,1.0,1.0
132,R2,1,738086232.7133808,1.0,1.0,1.0
132,R2,2,578570014.5269941,1.0,1.0,1.0
132,R3,1,480824622.760057,1.0,1.0,1.0
132,R3,2,421633250.77839285,1.0,1.0,1.0
203,R1,1,852216271.1358626,1.0,1.0,1.0
203,R1,2,1253822761.1215327,1.0,1.0,1.0
203,R2,1,497113692.6558626,1.0,1.0,1.0
203,R2,2,307613718.66153276,1.0,1.0,1.0
203,R3,1,407291067.0670351,1.0,1.0,1.0
203,R3,2,373275292.9958393,1.0,1.0,1.0
555,R1,1,1163169914.672497,1.0,1.0,1.0
555,R1,2,923271781.5423099,1.0,1.0,1.0
555,R2,1,338110138.642497,1.0,1.0,1.0
555,R2,2,389124965.7023099,1.0,1.0,1.0
555,R3,1,326613696.4349964,1.0,1.0,1.0
555,R3,2,171053053.97077194,1.0,1.0,1.0
