district_code,resource_id,time,demand,priority,urgency,time_index
497,R1,1,1916655167.6244874,1.0,1.0,1.0
497,R1,2,1593161950.9819021,1.0,1.0,1.0
497,R2,1,654855931.3444875,1.0,1.0,1.0
497,R2,2,645320431.3919021,1.0,1.0,1.0
497,R3,1,470829469.95738506,1.0,1.0,1.0
497,R3,2,396851563.1422825,1.0,1.0,1.0
585,R1,1,810759223.7683462,1.0,1.0,1.0
585,R1,2,772703814.8746886,1.0,1.0,1.0
585,R2,1,397038437.3583463,1.0,1.0,1.0
585,R2,2,305353467.94468856,1.0,1.0,1.0
585,R3,1,231997080.9600155,1.0,1.0,1.0
585,R3,2,336322235.5276263,1.0,1.0,1.0
587,R1,1,732741455.5712041,1.0,1.0,1.0
587,R1,2,920234724.192173,1.0,1.0,1.0
587,R2,1,302441253.271204,1.0,1.0,1.0
587,R2,2,250931771.0121729,1.0,1.0,1.0
587,R3,1,280826545.7614448,1.0,1.0,1.0
587,R3,2,206744445.7726075,1.0,1.0,1.0
