district_code,resource_id,time,demand,priority,urgency,time_index
532,R1,1,1874459460.368633,1.0,1.0,1.0
532,R1,2,1146556847.8000555,1.0,1.0,1.0
532,R2,1,507207029.19863313,1.0,1.0,1.0
532,R2,2,536502995.0000556,1.0,1.0,1.0
532,R3,1,554078453.2503598,1.0,1.0,1.0
532,R3,2,482674690.20806676,1.0,1.0,1.0
56,R1,1,1107738825.814681,1.0,1.0,1.0
56,R1,2,681090469.0937849,1.0,1.0,1.0
56,R2,1,324988220.0346811,1.0,1.0,1.0
56,R2,2,325494587.74378484,1.0,1.0,1.0
56,R3,1,264388349.12561733,1.0,1.0,1.0
56,R3,2,300451013.41454184,1.0,1.0,1.0
638,R1,1,654034004.4800649,1.0,1.0,1.0
638,R1,2,999152316.3001049,1.0,1.0,1.0
638,R2,1,350900698.20006484,1.0,1.0,1.0
638,R2,2,223712625.2201049,1.0,1.0,1.0
638,R3,1,339981173.53007776,1.0,1.0,1.0
638,R3,2,182941346.2001259,1.0,1.0,1.0
