district_code,resource_id,time,demand,priority,urgency,time_index
261,R1,1,882275944.2645918,1.0,1.0,1.0
261,R1,2,682738271.1075714,1.0,1.0,1.0
261,R2,1,340257061.69459176,1.0,1.0,1.0
261,R2,2,307177671.43757135,1.0,1.0,1.0
261,R3,1,228591911.16551012,1.0,1.0,1.0
261,R3,2,258135596.37908563,1.0,1.0,1.0
289,R1,1,966223263.8768057,1.0,1.0,1.0
289,R1,2,836200921.5171412,1.0,1.0,1.0
289,R2,1,383765337.0468056,1.0,1.0,1.0
289,R2,2,284908030.7071413,1.0,1.0,1.0
289,R3,1,258093543.57416672,1.0,1.0,1.0
289,R3,2,254972295.07456952,1.0,1.0,1.0
494,R1,1,849947982.5606017,1.0,1.0,1.0
494,R1,2,1011380259.3507115,1.0,1.0,1.0
494,R2,1,407179456.9306018,1.0,1.0,1.0
494,R2,2,277023556.47071147,1.0,1.0,1.0
494,R3,1,275434986.7507221,1.0,1.0,1.0
494,R3,2,243932936.37085375,1.0,1.0,1.0
