district_code,resource_id,time,demand,priority,urgency,time_index
400,R1,1,841474604.5773714,1.0,1.0,1.0
400,R1,2,514707567.9302332,1.0,1.0,1.0
400,R2,1,227693286.41737127,1.0,1.0,1.0
400,R2,2,240844710.46023315,1.0,1.0,1.0
400,R3,1,248734611.61884555,1.0,1.0,1.0
400,R3,2,216680329.0722798,1.0,1.0,1.0
585,R1,1,418892801.1083463,1.0,1.0,1.0
585,R1,2,639932648.2346886,1.0,1.0,1.0
585,R2,1,224743323.37834626,1.0,1.0,1.0
585,R2,2,143282470.32468855,1.0,1.0,1.0
585,R3,1,217749634.4000155,1.0,1.0,1.0
585,R3,2,117169462.17762627,1.0,1.0,1.0
602,R1,1,1038690909.6868906,1.0,1.0,1.0
602,R1,2,638636529.2360132,1.0,1.0,1.0
602,R2,1,304730956.4268906,1.0,1.0,1.0
602,R2,2,305205761.0860132,1.0,1.0,1.0
602,R3,1,247908417.8022687,1.0,1.0,1.0
602,R3,2,281723213.6032159,1.0,1.0,1.0
