district_code,resource_id,time,demand,priority,urgency,time_index
346,R1,1,1232410076.7875907,1.0,1.0,1.0
346,R1,2,998401494.9090992,1.0,1.0,1.0
346,R2,1,485485671.7275907,1.0,1.0,1.0
346,R2,2,359655223.86909914,1.0,1.0,1.0
346,R3,1,388200825.12710875,1.0,1.0,1.0
346,R3,2,236721844.480919,1.0,1.0,1.0
418,R1,1,1630309231.7324643,1.0,1.0,1.0
418,R1,2,1274229214.5761254,1.0,1.0,1.0
418,R2,1,509496901.7824644,1.0,1.0,1.0
418,R2,2,554602853.8561256,1.0,1.0,1.0
418,R3,1,450034803.2769573,1.0,1.0,1.0
418,R3,2,319107114.4893507,1.0,1.0,1.0
69,R1,1,1001295497.2234813,1.0,1.0,1.0
69,R1,2,892298096.1167177,1.0,1.0,1.0
69,R2,1,387768410.6734813,1.0,1.0,1.0
69,R2,2,358222624.7267176,1.0,1.0,1.0
69,R3,1,341770636.62617755,1.0,1.0,1.0
69,R3,2,310677818.58006114,1.0,1.0,1.0
