district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,785438315.1816671,1.0,1.0,1.0
1,R1,2,695493264.4245005,1.0,1.0,1.0
1,R2,1,262802014.8416671,1.0,1.0,1.0
1,R2,2,225060934.13450044,1.0,1.0,1.0
1,R3,1,200073420.84800053,1.0,1.0,1.0
1,R3,2,260688151.68340054,1.0,1.0,1.0
245,R1,1,598884541.061035,1.0,1.0,1.0
245,R1,2,717581459.3611791,1.0,1.0,1.0
245,R2,1,292190037.92103505,1.0,1.0,1.0
245,R2,2,193279963.35117903,1.0,1.0,1.0
245,R3,1,220084141.20124203,1.0,1.0,1.0
245,R3,2,115532121.83141486,1.0,1.0,1.0
300,R1,1,786747469.7531924,1.0,1.0,1.0
300,R1,2,862656427.7896442,1.0,1.0,1.0
300,R2,1,370693885.0331924,1.0,1.0,1.0
300,R2,2,251043667.0696443,1.0,1.0,1.0
300,R3,1,234681070.8978309,1.0,1.0,1.0
300,R3,2,184139074.00357315,1.0,1.0,1.0
