district_code,resource_id,time,demand,priority,urgency,time_index
300,R1,1,665994563.3731924,1.0,1.0,1.0
300,R1,2,807481432.6696442,1.0,1.0,1.0
300,R2,1,269920319.1131924,1.0,1.0,1.0
300,R2,2,295710151.92964435,1.0,1.0,1.0
300,R3,1,228567256.1778309,1.0,1.0,1.0
300,R3,2,193418210.82357317,1.0,1.0,1.0
56,R1,1,907093300.0546811,1.0,1.0,1.0
56,R1,2,655208893.0537848,1.0,1.0,1.0
56,R2,1,309969776.5646811,1.0,1.0,1.0
56,R2,2,191288596.85378483,1.0,1.0,1.0
56,R3,1,142905223.34561732,1.0,1.0,1.0
56,R3,2,219777617.3245418,1.0,1.0,1.0
585,R1,1,839890520.7283462,1.0,1.0,1.0
585,R1,2,579529434.1146886,1.0,1.0,1.0
585,R2,1,271680261.0483463,1.0,1.0,1.0
585,R2,2,242098644.04468855,1.0,1.0,1.0
585,R3,1,166848786.82001552,1.0,1.0,1.0
585,R3,2,230654225.69762626,1.0,1.0,1.0
