district_code,resource_id,time,demand,priority,urgency,time_index
400,R1,1,1165304328.1973712,1.0,1.0,1.0
400,R1,2,833611596.9102331,1.0,1.0,1.0
400,R2,1,419905841.7873713,1.0,1.0,1.0
400,R2,2,362980496.7302332,1.0,1.0,1.0
400,R3,1,278154329.14884555,1.0,1.0,1.0
400,R3,2,295277089.4922798,1.0,1.0,1.0
497,R1,1,1922148729.7544875,1.0,1.0,1.0
497,R1,2,1552988815.001902,1.0,1.0,1.0
497,R2,1,656117893.2044876,1.0,1.0,1.0
497,R2,2,602177732.6219021,1.0,1.0,1.0
497,R3,1,463392752.32738507,1.0,1.0,1.0
497,R3,2,460545019.28228253,1.0,1.0,1.0
90,R1,1,984664820.6038873,1.0,1.0,1.0
90,R1,2,925695486.7706964,1.0,1.0,1.0
90,R2,1,359630419.7338872,1.0,1.0,1.0
90,R2,2,311933937.8106964,1.0,1.0,1.0
90,R3,1,292207126.63466465,1.0,1.0,1.0
90,R3,2,370917281.2628357,1.0,1.0,1.0
