district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,572259751.9126283,1.0,1.0,1.0
23,R1,2,595138934.9408433,1.0,1.0,1.0
23,R2,1,197412562.47262838,1.0,1.0,1.0
23,R2,2,221679951.37084344,1.0,1.0,1.0
23,R3,1,160601911.43515405,1.0,1.0,1.0
23,R3,2,195716930.65301213,1.0,1.0,1.0
245,R1,1,488013834.60103506,1.0,1.0,1.0
245,R1,2,452223631.41117907,1.0,1.0,1.0
245,R2,1,176168238.99103504,1.0,1.0,1.0
245,R2,2,242433563.80117905,1.0,1.0,1.0
245,R3,1,176470594.09124205,1.0,1.0,1.0
245,R3,2,130807518.58141486,1.0,1.0,1.0
90,R1,1,723422883.9338872,1.0,1.0,1.0
90,R1,2,582263394.6606964,1.0,1.0,1.0
90,R2,1,288046736.2238872,1.0,1.0,1.0
90,R2,2,175363516.2306964,1.0,1.0,1.0
90,R3,1,166184619.78466466,1.0,1.0,1.0
90,R3,2,230715080.83283567,1.0,1.0,1.0
