district_code,resource_id,time,demand
1,R1,1,0.0316670914770139
1,R1,2,0.0445004444808032
1,R1,3,0.0523875535297643
1,R1,4,0.0479180741148442
1,R2,1,0.0316670914770139
1,R2,2,0.0445004444808032
1,R2,3,0.0523875535297643
1,R2,4,0.0479180741148442
1,R3,1,0.0380005097724164
1,R3,2,0.053400533376964
1,R3,3,0.0628650642357172
1,R3,4,0.0575016889378132
1,R4,1,0.0411672189201179
1,R4,2,0.0578505778250444
1,R4,3,0.0681038195886936
1,R4,4,0.0622934963492977
1,R5,1,0.0475006372155209
1,R5,2,0.0667506667212051
1,R5,3,0.0785813302946465
1,R5,4,0.0718771111722666
1,R6,1,0.0506673463632221
1,R6,2,0.0712007111692855
1,R6,3,0.0838200856476231
1,R6,4,0.0766689185837511
2,R1,1,551412946.593973
2,R1,2,776966774.5155333
2,R1,3,876796769.7203941
2,R1,4,795013795.1397176
2,R2,1,280392211.623973
2,R2,2,279213376.0955333
2,R2,3,326368798.64039415
2,R2,4,299108923.48971754
2,R3,1,300194884.3987676
2,R3,2,182053563.68463993
2,R3,3,189160884.14247298
2,R3,4,268991413.25166106
2,R4,1,77221609.7411649
2,R4,2,51108334.69919328
2,R4,3,47737525.498512395
2,R4,4,78679019.73763281
2,R5,1,3813436097.0759597
2,R5,2,3923730743.0483
2,R5,3,3809554663.830591
2,R5,4,4409445591.489576
2,R6,1,15923099335.728357
2,R6,2,12468037597.632853
2,R6,3,10818601883.41663
2,R6,4,15601725713.855549
3,R1,1,765641223.5727496
3,R1,2,1060385336.1031773
3,R1,3,848781930.3737906
3,R1,4,1180082992.753995
3,R2,1,247108316.17274952
3,R2,2,406737127.8931772
3,R2,3,254605519.0837907
3,R2,4,311726605.64399487
3,R3,1,162796605.1932994
3,R3,2,277956914.90381265
3,R3,3,192107756.67454877
3,R3,4,287945585.7547939
3,R4,1,72725844.49357437
3,R4,2,51785554.8541304
3,R4,3,77815211.61492786
3,R4,4,50129994.76519336
3,R5,1,4896897118.584125
3,R5,2,3845221930.694766
3,R5,3,6149289383.095686
3,R5,4,3956715936.0859923
3,R6,1,13517359653.7944
3,R6,2,9302946982.675083
3,R6,3,11101617047.516066
3,R6,4,13369616143.546392
4,R1,1,693819115.6376855
4,R1,2,815568897.7583566
4,R1,3,802164331.0336359
4,R1,4,751956482.5927358
4,R2,1,355604062.29768556
4,R2,2,343090656.4383565
4,R2,3,285784573.18363595
4,R2,4,217342378.84273574
4,R3,1,257210575.34922263
4,R3,2,193580298.92002782
4,R3,3,241809439.27436313
4,R3,4,206350285.1132829
4,R4,1,52864978.85999119
4,R4,2,86340118.55086347
4,R4,3,83195071.9947267
4,R4,4,66696871.22355645
4,R5,1,3159363420.4215283
4,R5,2,4022267461.352535
4,R5,3,4690800227.945454
4,R5,4,4540904688.204103
4,R6,1,12493257334.502296
4,R6,2,8938551993.50337
4,R6,3,10746582942.585817
4,R6,4,12438044581.284378
5,R1,1,907814625.3668588
5,R1,2,847886464.9623808
5,R1,3,917910754.1644195
5,R1,4,727159674.025571
5,R2,1,355318019.7568589
5,R2,2,246126637.61238068
5,R2,3,336520398.29441947
5,R2,4,327886153.385571
5,R3,1,196563268.71023062
5,R3,2,259359421.19485682
5,R3,3,272100051.9573034
5,R3,4,232908800.6086852
5,R4,1,50077761.75191651
5,R4,2,60561504.03609489
5,R4,3,65506042.288745366
5,R4,4,66339409.01024228
5,R5,1,3489486392.545288
5,R5,2,4499879638.24857
5,R5,3,5042956960.921629
5,R5,4,4504513556.103356
5,R6,1,14894447294.136974
5,R6,2,11885923216.88981
5,R6,3,8933823301.65307
5,R6,4,8823568791.994913
6,R1,1,881453827.7094761
6,R1,2,1055252853.8838224
6,R1,3,1108831932.2173543
6,R1,4,858957242.5152196
6,R2,1,357528199.57947606
6,R2,2,270960880.8438224
6,R2,3,230035900.34735417
6,R2,4,305045523.9952196
6,R3,1,341607965.6933713
6,R3,2,198886780.98658693
6,R3,3,236947968.00082496
6,R3,4,209775871.35026348
6,R4,1,80389573.40531889
6,R4,2,65213814.76796918
6,R4,3,69346379.17256041
6,R4,4,62412375.062785454
6,R5,1,4247039017.309214
6,R5,2,5277056441.890734
6,R5,3,5172958183.046032
6,R5,4,4485652249.527829
6,R6,1,13373265599.881163
6,R6,2,13836874421.922115
6,R6,3,11934995874.517767
6,R6,4,16478618676.860352
