district_code,resource_id,time,demand
1024,R51,1,57.97
1024,R51,2,87.75
1024,R52,1,63.87
1024,R52,2,53.93
1024,R7,1,20.15
1024,R7,2,20.76
1024,R9,1,26.06
1024,R9,2,25.38
1040,R51,1,57.62
1040,R51,2,51.79
1040,R52,1,68.55
1040,R52,2,75.27
1040,R7,1,27.54
1040,R7,2,18.45
1040,R9,1,22.49
1040,R9,2,29.67
1041,R51,1,69.12
1041,R51,2,88.45
1041,R52,1,73.72
1041,R52,2,64.92
1041,R7,1,23.82
1041,R7,2,22.63
1041,R9,1,24.62
1041,R9,2,24.64
210,R51,1,64.45
210,R51,2,80.35
210,R52,1,51.28
210,R52,2,64.31
210,R7,0,0.0906428663837998
210,R7,1,23.402711387291124
210,R7,2,26.570876225893922
210,R9,0,0.0679821497878498
210,R9,1,23.372033540468344
210,R9,2,28.153157169420446
213,R51,1,84.07
213,R51,2,78.04
213,R52,1,75.07
213,R52,2,64.05
213,R7,0,0.1072696230060915
213,R7,1,23.431716071843958
213,R7,2,23.401260249724807
213,R9,0,0.0804522172545684
213,R9,1,30.57128705388297
213,R9,2,23.6509451872936
235,R51,1,70.27
235,R51,2,62.5
235,R52,1,63.78
235,R52,2,81.71
235,R7,0,0.1603801503100909
235,R7,1,24.622232404288372
235,R7,2,20.791667305837265
235,R9,0,0.12028511273256791
235,R9,1,24.68917430321628
235,R9,2,20.406250479377945
