district_code,resource_id,time,demand,priority,urgency,time_index
261,R1,1,813744250.6145918,1.0,1.0,1.0
261,R1,2,788085382.9975713,1.0,1.0,1.0
261,R2,1,387111567.84459174,1.0,1.0,1.0
261,R2,2,254671534.86757138,1.0,1.0,1.0
261,R3,1,258932770.90551013,1.0,1.0,1.0
261,R3,2,244014458.80908564,1.0,1.0,1.0
281,R1,1,879150854.0207847,1.0,1.0,1.0
281,R1,2,943164973.7118425,1.0,1.0,1.0
281,R2,1,311742976.2307848,1.0,1.0,1.0
281,R2,2,340161954.7218426,1.0,1.0,1.0
281,R3,1,284485019.3309417,1.0,1.0,1.0
281,R3,2,271830034.332211,1.0,1.0,1.0
56,R1,1,1027119162.1946812,1.0,1.0,1.0
56,R1,2,1028377325.943785,1.0,1.0,1.0
56,R2,1,319569660.4646811,1.0,1.0,1.0
56,R2,2,239033933.80378485,1.0,1.0,1.0
56,R3,1,310010767.3256173,1.0,1.0,1.0
56,R3,2,192725493.9545418,1.0,1.0,1.0
