district_code,resource_id,time,demand,priority,urgency,time_index
496,R1,1,1004921197.4014405,1.0,1.0,1.0
496,R1,2,720618934.8668134,1.0,1.0,1.0
496,R2,1,361513672.1814405,1.0,1.0,1.0
496,R2,2,264410942.19681346,1.0,1.0,1.0
496,R3,1,298915324.4117286,1.0,1.0,1.0
496,R3,2,202663528.89817613,1.0,1.0,1.0
497,R1,1,1734811334.3744874,1.0,1.0,1.0
497,R1,2,1588859314.061902,1.0,1.0,1.0
497,R2,1,526416934.1144876,1.0,1.0,1.0
497,R2,2,673585626.0119021,1.0,1.0,1.0
497,R3,1,484451990.41738504,1.0,1.0,1.0
497,R3,2,421666155.7622825,1.0,1.0,1.0
587,R1,1,966153694.091204,1.0,1.0,1.0
587,R1,2,817683558.8921729,1.0,1.0,1.0
587,R2,1,280848907.141204,1.0,1.0,1.0
587,R2,2,295179047.8021729,1.0,1.0,1.0
587,R3,1,349043227.8014448,1.0,1.0,1.0
587,R3,2,198145963.98260748,1.0,1.0,1.0
