district_code,resource_id,time,demand,priority,urgency,time_index
293,R1,1,686338994.4631624,1.0,1.0,1.0
293,R1,2,433569739.9284225,1.0,1.0,1.0
293,R2,1,193191121.48316234,1.0,1.0,1.0
293,R2,2,161535936.2684225,1.0,1.0,1.0
293,R3,1,197037395.8377948,1.0,1.0,1.0
293,R3,2,143633889.182107,1.0,1.0,1.0
468,R1,1,838381508.7256365,1.0,1.0,1.0
468,R1,2,970295877.1462551,1.0,1.0,1.0
468,R2,1,286565765.57563645,1.0,1.0,1.0
468,R2,2,194464995.70625517,1.0,1.0,1.0
468,R3,1,217063761.60876375,1.0,1.0,1.0
468,R3,2,262365834.76550618,1.0,1.0,1.0
634,R1,1,570816977.8101833,1.0,1.0,1.0
634,R1,2,480297303.21013737,1.0,1.0,1.0
634,R2,1,223383576.29018334,1.0,1.0,1.0
634,R2,2,161380188.9101374,1.0,1.0,1.0
634,R3,1,158632367.57022002,1.0,1.0,1.0
634,R3,2,170225791.17016482,1.0,1.0,1.0
