district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,1047620692.0326283,1.0,1.0,1.0
23,R1,2,713834316.0708433,1.0,1.0,1.0
23,R2,1,386737436.8926284,1.0,1.0,1.0
23,R2,2,276172261.2308435,1.0,1.0,1.0
23,R3,1,338278018.01515406,1.0,1.0,1.0
23,R3,2,310799319.0430121,1.0,1.0,1.0
241,R1,1,868486949.9906198,1.0,1.0,1.0
241,R1,2,789637583.5707936,1.0,1.0,1.0
241,R2,1,402704323.1206198,1.0,1.0,1.0
241,R2,2,277328027.5207935,1.0,1.0,1.0
241,R3,1,253836467.17074373,1.0,1.0,1.0
241,R3,2,276508535.3309522,1.0,1.0,1.0
370,R1,1,1118873269.3517516,1.0,1.0,1.0
370,R1,2,1329469431.9317186,1.0,1.0,1.0
370,R2,1,460210728.4217517,1.0,1.0,1.0
370,R2,2,297150044.9217184,1.0,1.0,1.0
370,R3,1,274061296.62010205,1.0,1.0,1.0
370,R3,2,360766951.14206207,1.0,1.0,1.0
