district_code,resource_id,time,demand,priority,urgency,time_index
203,R1,1,1908569113.0758626,1.0,1.0,1.0
203,R1,2,1109784645.5615327,1.0,1.0,1.0
203,R2,1,689209911.9658625,1.0,1.0,1.0
203,R2,2,599650886.2515327,1.0,1.0,1.0
203,R3,1,575368558.1770351,1.0,1.0,1.0
203,R3,2,375385264.5758393,1.0,1.0,1.0
289,R1,1,965377841.8768057,1.0,1.0,1.0
289,R1,2,835530591.2971412,1.0,1.0,1.0
289,R2,1,353844698.20680565,1.0,1.0,1.0
289,R2,2,263290315.07714126,1.0,1.0,1.0
289,R3,1,320672688.8841667,1.0,1.0,1.0
289,R3,2,285988934.2645695,1.0,1.0,1.0
555,R1,1,1741730226.482497,1.0,1.0,1.0
555,R1,2,1095440737.31231,1.0,1.0,1.0
555,R2,1,450738719.902497,1.0,1.0,1.0
555,R2,2,435277063.36230993,1.0,1.0,1.0
555,R3,1,392123111.66499645,1.0,1.0,1.0
555,R3,2,389059085.760772,1.0,1.0,1.0
