district_code,resource_id,time,demand,priority,urgency,time_index
261,R1,1,976830024.8845918,1.0,1.0,1.0
261,R1,2,708942535.9375713,1.0,1.0,1.0
261,R2,1,343609069.93459177,1.0,1.0,1.0
261,R2,2,268555051.80757135,1.0,1.0,1.0
261,R3,1,279533919.83551013,1.0,1.0,1.0
261,R3,2,280597776.45908564,1.0,1.0,1.0
496,R1,1,893654955.2714405,1.0,1.0,1.0
496,R1,2,680417389.6568134,1.0,1.0,1.0
496,R2,1,317564750.96144044,1.0,1.0,1.0
496,R2,2,334987872.90681344,1.0,1.0,1.0
496,R3,1,290204512.84172857,1.0,1.0,1.0
496,R3,2,248979993.39817613,1.0,1.0,1.0
497,R1,1,1994448427.3544874,1.0,1.0,1.0
497,R1,2,1553803932.831902,1.0,1.0,1.0
497,R2,1,727020818.4844875,1.0,1.0,1.0
497,R2,2,492770754.6919021,1.0,1.0,1.0
497,R3,1,450122983.83738506,1.0,1.0,1.0
497,R3,2,397000489.3422825,1.0,1.0,1.0
