district_code,resource_id,time,demand,priority,urgency,time_index
245,R1,1,883713360.041035,1.0,1.0,1.0
245,R1,2,1042873153.6911792,1.0,1.0,1.0
245,R2,1,284278747.63103503,1.0,1.0,1.0
245,R2,2,289354697.56117904,1.0,1.0,1.0
245,R3,1,317401356.901242,1.0,1.0,1.0
245,R3,2,258963339.39141485,1.0,1.0,1.0
327,R1,1,1389286837.9714158,1.0,1.0,1.0
327,R1,2,1610482359.187902,1.0,1.0,1.0
327,R2,1,460113599.1914158,1.0,1.0,1.0
327,R2,2,612684498.0279021,1.0,1.0,1.0
327,R3,1,497168521.3336989,1.0,1.0,1.0
327,R3,2,439508930.00148255,1.0,1.0,1.0
638,R1,1,747657316.3100648,1.0,1.0,1.0
638,R1,2,865611214.7901049,1.0,1.0,1.0
638,R2,1,248251311.93006483,1.0,1.0,1.0
638,R2,2,359852338.8801049,1.0,1.0,1.0
638,R3,1,283821223.84007776,1.0,1.0,1.0
638,R3,2,190000301.74012592,1.0,1.0,1.0
