district_code,resource_id,time,demand,priority,urgency,time_index
35,R1,1,625586804.3686543,1.0,1.0,1.0
35,R1,2,700232158.7753356,1.0,1.0,1.0
35,R2,1,246486605.0186543,1.0,1.0,1.0
35,R2,2,253980625.0853356,1.0,1.0,1.0
35,R3,1,286961693.4343851,1.0,1.0,1.0
35,R3,2,176932732.2904027,1.0,1.0,1.0
56,R1,1,592111136.0746812,1.0,1.0,1.0
56,R1,2,537557984.3337849,1.0,1.0,1.0
56,R2,1,206211303.22468108,1.0,1.0,1.0
56,R2,2,195338613.18378484,1.0,1.0,1.0
56,R3,1,172601885.75561732,1.0,1.0,1.0
56,R3,2,169610705.4745418,1.0,1.0,1.0
90,R1,1,712104417.6538873,1.0,1.0,1.0
90,R1,2,503379333.8806964,1.0,1.0,1.0
90,R2,1,272501862.9738872,1.0,1.0,1.0
90,R2,2,163234378.2506964,1.0,1.0,1.0
90,R3,1,244089716.19466466,1.0,1.0,1.0
90,R3,2,181341127.89283568,1.0,1.0,1.0
