district_code,resource_id,time,demand,priority,urgency,time_index
132,R1,1,1422486789.4833808,1.0,1.0,1.0
132,R1,2,1116812881.546994,1.0,1.0,1.0
132,R2,1,638735674.0033808,1.0,1.0,1.0
132,R2,2,506841808.77699405,1.0,1.0,1.0
132,R3,1,515114878.48005694,1.0,1.0,1.0
132,R3,2,476753518.9883929,1.0,1.0,1.0
241,R1,1,490679277.2906198,1.0,1.0,1.0
241,R1,2,637173099.8107935,1.0,1.0,1.0
241,R2,1,209880816.8006198,1.0,1.0,1.0
241,R2,2,135709954.33079353,1.0,1.0,1.0
241,R3,1,197662896.74074376,1.0,1.0,1.0
241,R3,2,164435745.3209522,1.0,1.0,1.0
346,R1,1,738709432.7775906,1.0,1.0,1.0
346,R1,2,678416693.7990992,1.0,1.0,1.0
346,R2,1,278625864.82759064,1.0,1.0,1.0
346,R2,2,211552502.88909918,1.0,1.0,1.0
346,R3,1,238807977.8271088,1.0,1.0,1.0
346,R3,2,222562483.06091902,1.0,1.0,1.0
