district_code,resource_id,time,demand,priority,urgency,time_index
370,R1,1,1176228175.3917515,1.0,1.0,1.0
370,R1,2,1375054779.6917186,1.0,1.0,1.0
370,R2,1,475345882.7917517,1.0,1.0,1.0
370,R2,2,404991317.71171844,1.0,1.0,1.0
370,R3,1,424053103.70010203,1.0,1.0,1.0
370,R3,2,322370339.8520621,1.0,1.0,1.0
496,R1,1,890191760.5114405,1.0,1.0,1.0
496,R1,2,839326059.6868134,1.0,1.0,1.0
496,R2,1,351150584.9714405,1.0,1.0,1.0
496,R2,2,253646832.34681347,1.0,1.0,1.0
496,R3,1,283681443.5117286,1.0,1.0,1.0
496,R3,2,205593406.68817616,1.0,1.0,1.0
56,R1,1,839341658.2046812,1.0,1.0,1.0
56,R1,2,912360945.4837849,1.0,1.0,1.0
56,R2,1,309196781.9446811,1.0,1.0,1.0
56,R2,2,270170021.04378486,1.0,1.0,1.0
56,R3,1,257171129.00561732,1.0,1.0,1.0
56,R3,2,265922145.81454182,1.0,1.0,1.0
