district_code,resource_id,time,demand,priority,urgency,time_index
418,R1,1,1723534461.5024643,1.0,1.0,1.0
418,R1,2,1088780317.4061255,1.0,1.0,1.0
418,R2,1,485141535.1224644,1.0,1.0,1.0
418,R2,2,405649035.4961256,1.0,1.0,1.0
418,R3,1,494800301.85695726,1.0,1.0,1.0
418,R3,2,360693417.7293506,1.0,1.0,1.0
638,R1,1,910349814.9600649,1.0,1.0,1.0
638,R1,2,765987309.5901049,1.0,1.0,1.0
638,R2,1,356256394.9700649,1.0,1.0,1.0
638,R2,2,257372208.2601049,1.0,1.0,1.0
638,R3,1,252989931.4000778,1.0,1.0,1.0
638,R3,2,271479344.9301259,1.0,1.0,1.0
90,R1,1,1032173810.4338872,1.0,1.0,1.0
90,R1,2,1194580250.4806962,1.0,1.0,1.0
90,R2,1,352805582.2838872,1.0,1.0,1.0
90,R2,2,239415674.4006964,1.0,1.0,1.0
90,R3,1,267238157.26466468,1.0,1.0,1.0
90,R3,2,323011826.8828357,1.0,1.0,1.0
