district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,763440819.3726283,1.0,1.0,1.0
23,R1,2,558688279.1008434,1.0,1.0,1.0
23,R2,1,227992701.86262837,1.0,1.0,1.0
23,R2,2,267924639.10084343,1.0,1.0,1.0
23,R3,1,202116585.23515406,1.0,1.0,1.0
23,R3,2,191341979.46301213,1.0,1.0,1.0
468,R1,1,1101230770.4956365,1.0,1.0,1.0
468,R1,2,752790357.3462552,1.0,1.0,1.0
468,R2,1,352467806.81563646,1.0,1.0,1.0
468,R2,2,373874790.4862551,1.0,1.0,1.0
468,R3,1,331590113.1887638,1.0,1.0,1.0
468,R3,2,295880659.89550614,1.0,1.0,1.0
69,R1,1,724582087.0234812,1.0,1.0,1.0
69,R1,2,861177281.3567177,1.0,1.0,1.0
69,R2,1,418532491.22348124,1.0,1.0,1.0
69,R2,2,246508569.08671764,1.0,1.0,1.0
69,R3,1,245172113.9161775,1.0,1.0,1.0
69,R3,2,208243228.22006115,1.0,1.0,1.0
