district_code,resource_id,time,demand
1,R1,0,0.044844394556474404
1,R1,1,0.0316670914770139
1,R1,2,0.0445004444808032
1,R10,0,0.0493288340121219
1,R10,1,0.0348338006247152
1,R10,2,0.0489504889288836
1,R11,0,0.0627821523790643
1,R11,1,0.0443339280678194
1,R11,2,0.0623006222731248
1,R2,0,0.044844394556474404
1,R2,1,0.0316670914770139
1,R2,2,0.0445004444808032
1,R3,0,0.0538132734677695
1,R3,1,0.0380005097724164
1,R3,2,0.053400533376964
1,R4,0,0.058297712923417
1,R4,1,0.0411672189201179
1,R4,2,0.0578505778250444
1,R5,0,0.0672665918347118
1,R5,1,0.0475006372155209
1,R5,2,0.0667506667212051
1,R6,0,0.0717510312903593
1,R6,1,0.0506673463632221
1,R6,2,0.0712007111692855
1,R7,0,0.0538132734677695
1,R7,1,0.0380005097724164
1,R7,2,0.053400533376964
1,R8,0,0.0358755156451796
1,R8,1,0.0253336731816109
1,R8,2,0.0356003555846425
1,R9,0,0.0403599551008269
1,R9,1,0.0285003823293123
1,R9,2,0.0400504000327229
10,R1,0,0.0837284540283795
10,R1,1,0.050370979853858106
10,R1,2,0.042545576367674295
10,R10,0,0.0921012994312176
10,R10,1,0.05540807783924407
10,R10,2,0.04680013400444162
10,R11,0,0.1172198356397315
10,R11,1,0.07051937179540149
10,R11,2,0.05956380691474398
10,R2,0,0.0837284540283795
10,R2,1,0.050370979853858106
10,R2,2,0.042545576367674295
10,R3,0,0.10047414483405549
10,R3,1,0.06044517582462983
10,R3,2,0.05105469164120924
10,R4,0,0.10884699023689351
10,R4,1,0.06548227381001569
10,R4,2,0.05530924927797656
10,R5,0,0.1255926810425693
10,R5,1,0.0755564697807874
10,R5,2,0.0638183645515117
10,R6,0,0.1339655264454075
10,R6,1,0.0805935677661732
10,R6,2,0.06807292218827912
10,R7,0,0.10047414483405549
10,R7,1,0.06044517582462983
10,R7,2,0.05105469164120924
10,R8,0,0.06698276322270356
10,R8,1,0.040296783883086384
10,R8,2,0.03403646109413947
10,R9,0,0.0753556086255416
10,R9,1,0.04533388186847215
10,R9,2,0.03829101873090668
100,R1,0,0.0829391426287404
100,R1,1,0.0312697987865211
100,R1,2,0.1145291603509317
100,R10,0,0.0912330568916145
100,R10,1,0.0343967786651731
100,R10,2,0.1259820763860249
100,R11,0,0.11611479968023661
100,R11,1,0.0437777183011294
100,R11,2,0.1603408244913045
100,R2,0,0.0829391426287404
100,R2,1,0.0312697987865211
100,R2,2,0.1145291603509317
100,R3,0,0.09952697115448861
100,R3,1,0.0375237585438252
100,R3,2,0.1374349924211181
100,R4,0,0.1078208854173625
100,R4,1,0.0406507384224774
100,R4,2,0.1488879084562114
100,R5,0,0.1244087139431108
100,R5,1,0.0469046981797817
100,R5,2,0.17179374052639781
100,R6,0,0.1327026282059849
100,R6,1,0.0500316780584338
100,R6,2,0.1832466565614908
100,R7,0,0.09952697115448861
100,R7,1,0.0375237585438252
100,R7,2,0.1374349924211181
100,R8,0,0.0663513141029923
100,R8,1,0.0250158390292166
100,R8,2,0.0916233282807451
100,R9,0,0.0746452283658661
100,R9,1,0.0281428189078687
100,R9,2,0.1030762443158385
101,R1,0,0.1041584422242244
101,R1,1,0.0953548974733061
101,R1,2,0.0880276726137217
101,R10,0,0.114574286446647
101,R10,1,0.1048903872206368
101,R10,2,0.0968304398750939
101,R11,0,0.1458218191139142
101,R11,1,0.1334968564626287
101,R11,2,0.1232387416592104
101,R2,0,0.1041584422242244
101,R2,1,0.0953548974733061
101,R2,2,0.0880276726137217
101,R3,0,0.1249901306690694
101,R3,1,0.1144258769679673
101,R3,2,0.1056332071364663
101,R4,0,0.1354059748914918
101,R4,1,0.1239613667152979
101,R4,2,0.1144359743978385
101,R5,0,0.1562376633363369
101,R5,1,0.1430323462099592
101,R5,2,0.1320415089205827
101,R6,0,0.1666535075587593
101,R6,1,0.15256783595728982
101,R6,2,0.1408442761819549
101,R7,0,0.1249901306690694
101,R7,1,0.1144258769679673
101,R7,2,0.1056332071364663
101,R8,0,0.0833267537793794
101,R8,1,0.0762839179786446
101,R8,2,0.0704221380909772
101,R9,0,0.0937425980018018
101,R9,1,0.0858194077259755
101,R9,2,0.0792249053523495
102,R1,0,0.0251473327379423
102,R1,1,0.0641700854856263
102,R1,2,0.0918373870647739
102,R10,0,0.0276620660117367
102,R10,1,0.07058709403418881
102,R10,2,0.1010211257712516
102,R11,0,0.0352062658331194
102,R11,1,0.089838119679877
102,R11,2,0.1285723418906837
102,R2,0,0.0251473327379423
102,R2,1,0.0641700854856263
102,R2,2,0.0918373870647739
102,R3,0,0.030176799285531002
102,R3,1,0.0770041025827516
102,R3,2,0.1102048644777289
102,R4,0,0.0326915325593251
102,R4,1,0.0834211111313141
102,R4,2,0.1193886031842062
102,R5,0,0.0377209991069138
102,R5,1,0.0962551282284395
102,R5,2,0.1377560805971612
102,R6,0,0.0402357323807079
102,R6,1,0.10267213677700229
102,R6,2,0.1469398193036387
102,R7,0,0.030176799285531002
102,R7,1,0.0770041025827516
102,R7,2,0.1102048644777289
102,R8,0,0.0201178661903536
102,R8,1,0.051336068388500904
102,R8,2,0.0734699096518191
102,R9,0,0.022632599464148098
102,R9,1,0.0577530769370636
102,R9,2,0.0826536483582964
103,R1,0,0.0959347446053517
103,R1,1,0.0645901295559775
103,R1,2,0.1054681848724818
103,R10,0,0.1055282190658868
103,R10,1,0.0710491425115752
103,R10,2,0.1160150033597301
103,R11,0,0.1343086424474923
103,R11,1,0.0904261813783688
103,R11,2,0.14765545882147502
103,R2,0,0.0959347446053517
103,R2,1,0.0645901295559775
103,R2,2,0.1054681848724818
103,R3,0,0.1151216935264219
103,R3,1,0.07750815546717289
103,R3,2,0.1265618218469785
103,R4,0,0.1247151679869572
103,R4,1,0.0839671684227711
103,R4,2,0.1371086403342267
103,R5,0,0.1439021169080275
103,R5,1,0.0968851943339665
103,R5,2,0.1582022773087231
103,R6,0,0.1534955913685627
103,R6,1,0.1033442072895641
103,R6,2,0.1687490957959714
103,R7,0,0.1151216935264219
103,R7,1,0.07750815546717289
103,R7,2,0.1265618218469785
103,R8,0,0.0767477956842812
103,R8,1,0.0516721036447818
103,R8,2,0.0843745478979855
103,R9,0,0.0863412701448164
103,R9,1,0.0581311166003798
103,R9,2,0.0949213663852335
104,R1,0,0.2885068450781828
104,R1,1,0.271205994978217
104,R1,2,0.1843573805030082
104,R10,0,0.31735752958600133
104,R10,1,0.2983265944760388
104,R10,2,0.2027931185533089
104,R11,0,0.4039095831094561
104,R11,1,0.3796883929695039
104,R11,2,0.2581003327042115
104,R2,0,0.2885068450781828
104,R2,1,0.271205994978217
104,R2,2,0.1843573805030082
104,R3,0,0.3462082140938194
104,R3,1,0.3254471939738604
104,R3,2,0.22122885660361
104,R4,0,0.375058898601638
104,R4,1,0.3525677934716824
104,R4,2,0.2396645946539108
104,R5,0,0.4327602676172746
104,R5,1,0.4068089924673257
104,R5,2,0.2765360707545124
104,R6,0,0.4616109521250929
104,R6,1,0.4339295919651477
104,R6,2,0.2949718088048132
104,R7,0,0.3462082140938194
104,R7,1,0.3254471939738604
104,R7,2,0.22122885660361
104,R8,0,0.2308054760625462
104,R8,1,0.2169647959825736
104,R8,2,0.1474859044024065
104,R9,0,0.2596561605703646
104,R9,1,0.2440853954803952
104,R9,2,0.1659216424527073
105,R1,0,0.1058044327578221
105,R1,1,0.0484356306479852
105,R1,2,0.1582671587618524
105,R10,0,0.1163848760336043
105,R10,1,0.0532791937127837
105,R10,2,0.17409387463803772
105,R11,0,0.148126205860951
105,R11,1,0.0678098829071795
105,R11,2,0.2215740222665938
105,R2,0,0.1058044327578221
105,R2,1,0.0484356306479852
105,R2,2,0.1582671587618524
105,R3,0,0.1269653193093867
105,R3,1,0.0581227567775823
105,R3,2,0.1899205905142232
