district_code,resource_id,time,demand,priority,urgency,time_index
56,R1,1,1037616645.6446811,1.0,1.0,1.0
56,R1,2,1021189829.1437849,1.0,1.0,1.0
56,R2,1,355621209.8146811,1.0,1.0,1.0
56,R2,2,368506487.5837848,1.0,1.0,1.0
56,R3,1,307993150.8756173,1.0,1.0,1.0
56,R3,2,313928348.48454183,1.0,1.0,1.0
90,R1,1,1205381456.1538873,1.0,1.0,1.0
90,R1,2,775459898.3806964,1.0,1.0,1.0
90,R2,1,330756345.9338872,1.0,1.0,1.0
90,R2,2,279539502.4306964,1.0,1.0,1.0
90,R3,1,303913717.01466465,1.0,1.0,1.0
90,R3,2,365877780.5428357,1.0,1.0,1.0
99,R1,1,1080094759.757429,1.0,1.0,1.0
99,R1,2,1542468163.5934615,1.0,1.0,1.0
99,R2,1,473264194.4474288,1.0,1.0,1.0
99,R2,2,407127337.59346145,1.0,1.0,1.0
99,R3,1,445094301.98491454,1.0,1.0,1.0
99,R3,2,333599702.13615376,1.0,1.0,1.0
