district_code,resource_id,time,demand
56,R12,1,41.69
56,R12,2,35.94
56,R12,3,42.86
56,R22,1,41.17
56,R22,2,42.86
56,R22,3,35.38
56,R35,1,39.17
56,R35,2,42.86
56,R35,3,38.0
56,R45,1,42.86
56,R45,2,42.86
56,R45,3,42.86
56,R5,0,0.005910018748866743
56,R5,1,25.00702163911439
56,R5,2,24.07567725416888
56,R5,3,22.23580078535553
57,R12,1,37.47
57,R12,2,42.86
57,R12,3,42.86
57,R22,1,39.62
57,R22,2,37.26
57,R22,3,41.22
57,R35,1,32.49
57,R35,2,41.27
57,R35,3,40.67
57,R45,1,42.86
57,R45,2,42.07
57,R45,3,42.86
57,R5,0,0.00820230313398492
57,R5,1,18.796858163918046
57,R5,2,23.510359921149757
57,R5,3,21.25873483038526
68,R12,1,41.32
68,R12,2,34.03
68,R12,3,36.17
68,R22,1,38.9
68,R22,2,34.32
68,R22,3,39.57
68,R35,1,35.22
68,R35,2,31.2
68,R35,3,34.64
68,R45,1,32.95
68,R45,2,39.42
68,R45,3,30.11
68,R5,0,0.0494725583125713
68,R5,1,18.118574700081513
68,R5,2,23.352156800080138
68,R5,3,24.160176130305583
79,R12,1,38.19
79,R12,2,38.61
79,R12,3,41.69
79,R22,1,42.86
79,R22,2,33.67
79,R22,3,37.91
79,R35,1,42.86
79,R35,2,42.86
79,R35,3,36.57
79,R45,1,42.86
79,R45,2,41.1
79,R45,3,42.86
79,R5,0,0.08719476674404039
79,R5,1,18.50305085700282
79,R5,2,25.101056331706403
79,R5,3,21.991214369054223
80,R12,1,41.68
80,R12,2,34.47
80,R12,3,38.34
80,R22,1,39.92
80,R22,2,42.86
80,R22,3,37.39
80,R35,1,42.86
80,R35,2,37.91
80,R35,3,42.86
80,R45,1,42.86
80,R45,2,40.1
80,R45,3,41.25
80,R5,0,0.0653427825289636
80,R5,1,24.518096445417775
80,R5,2,19.209120405050157
80,R5,3,24.81592483862139
85,R12,1,39.6
85,R12,2,42.43
85,R12,3,37.98
85,R22,1,42.86
85,R22,2,41.35
85,R22,3,39.76
85,R35,1,42.86
85,R35,2,36.32
85,R35,3,42.86
85,R45,1,34.4
85,R45,2,38.12
85,R45,3,39.01
85,R5,0,0.0131094889582922
85,R5,1,25.025896043082543
85,R5,2,25.038023653783505
85,R5,3,21.91224095203351
86,R12,1,42.86
86,R12,2,38.15
86,R12,3,41.08
86,R22,1,40.14
86,R22,2,29.62
86,R22,3,40.24
86,R35,1,38.61
86,R35,2,41.2
86,R35,3,29.34
86,R45,1,37.26
86,R45,2,42.86
86,R45,3,42.86
86,R5,0,0.07723786720049469
86,R5,1,25.0581405824025
86,R5,2,25.066060948793382
86,R5,3,24.55470351773734
