district_code,resource_id,time,demand,priority,urgency,time_index
23,R1,1,519476603.6426284,1.0,1.0,1.0
23,R1,2,793592150.0008434,1.0,1.0,1.0
23,R2,1,278708297.2426284,1.0,1.0,1.0
23,R2,2,177687206.57084343,1.0,1.0,1.0
23,R3,1,270035295.1851541,1.0,1.0,1.0
23,R3,2,145303988.19301215,1.0,1.0,1.0
555,R1,1,1149391901.422497,1.0,1.0,1.0
555,R1,2,895062831.8623099,1.0,1.0,1.0
555,R2,1,389130508.55249697,1.0,1.0,1.0
555,R2,2,317194008.8823099,1.0,1.0,1.0
555,R3,1,340961388.61499643,1.0,1.0,1.0
555,R3,2,360655108.57077193,1.0,1.0,1.0
634,R1,1,747863153.5501833,1.0,1.0,1.0
634,R1,2,502785011.0601374,1.0,1.0,1.0
634,R2,1,288533151.00018334,1.0,1.0,1.0
634,R2,2,166247597.1801374,1.0,1.0,1.0
634,R3,1,228484924.92022002,1.0,1.0,1.0
634,R3,2,166418777.92016482,1.0,1.0,1.0
