district_code,resource_id,time,demand,priority,urgency,time_index
289,R1,1,632909773.0168056,1.0,1.0,1.0
289,R1,2,449052918.5171413,1.0,1.0,1.0
289,R2,1,200592953.2068056,1.0,1.0,1.0
289,R2,2,192075128.23714125,1.0,1.0,1.0
289,R3,1,137777697.85416672,1.0,1.0,1.0
289,R3,2,180254791.16456953,1.0,1.0,1.0
300,R1,1,682035046.1931924,1.0,1.0,1.0
300,R1,2,681539978.0396442,1.0,1.0,1.0
300,R2,1,269446846.8731924,1.0,1.0,1.0
300,R2,2,270392872.8596443,1.0,1.0,1.0
300,R3,1,234270637.2678309,1.0,1.0,1.0
300,R3,2,183715495.53357315,1.0,1.0,1.0
400,R1,1,758785641.1473713,1.0,1.0,1.0
400,R1,2,527510495.8602332,1.0,1.0,1.0
400,R2,1,326614097.1773713,1.0,1.0,1.0
400,R2,2,199036610.27023315,1.0,1.0,1.0
400,R3,1,183713992.71884555,1.0,1.0,1.0
400,R3,2,183071523.2422798,1.0,1.0,1.0
