district_code,resource_id,time,demand,priority,urgency,time_index
1,R1,1,760708724.1516671,1.0,1.0,1.0
1,R1,2,515589545.50450045,1.0,1.0,1.0
1,R2,1,276007199.6816671,1.0,1.0,1.0
1,R2,2,179427067.51450044,1.0,1.0,1.0
1,R3,1,210094383.9880005,1.0,1.0,1.0
1,R3,2,196868828.15340054,1.0,1.0,1.0
346,R1,1,812788690.9375906,1.0,1.0,1.0
346,R1,2,772362174.1290992,1.0,1.0,1.0
346,R2,1,279711002.7275907,1.0,1.0,1.0
346,R2,2,381358317.2590991,1.0,1.0,1.0
346,R3,1,289594287.7771088,1.0,1.0,1.0
346,R3,2,200622707.460919,1.0,1.0,1.0
99,R1,1,1212249552.6274288,1.0,1.0,1.0
99,R1,2,1022359055.0334615,1.0,1.0,1.0
99,R2,1,430776296.0074288,1.0,1.0,1.0
99,R2,2,366262307.98346144,1.0,1.0,1.0
99,R3,1,377587188.95491457,1.0,1.0,1.0
99,R3,2,236312238.83615372,1.0,1.0,1.0
