district_code,resource_id,time,demand,priority,urgency,time_index
132,R1,1,1947607609.5933807,1.0,1.0,1.0
132,R1,2,1425265084.306994,1.0,1.0,1.0
132,R2,1,581630304.2133808,1.0,1.0,1.0
132,R2,2,683500340.386994,1.0,1.0,1.0
132,R3,1,515617962.52005696,1.0,1.0,1.0
132,R3,2,488130954.1083929,1.0,1.0,1.0
588,R1,1,773010091.3814307,1.0,1.0,1.0
588,R1,2,918734731.1977131,1.0,1.0,1.0
588,R2,1,446505433.21143067,1.0,1.0,1.0
588,R2,2,262984159.5277132,1.0,1.0,1.0
588,R3,1,261558378.1277168,1.0,1.0,1.0
588,R3,2,222161322.35725588,1.0,1.0,1.0
69,R1,1,887839549.7034813,1.0,1.0,1.0
69,R1,2,606918249.7967176,1.0,1.0,1.0
69,R2,1,284168284.1134813,1.0,1.0,1.0
69,R2,2,301427125.0467176,1.0,1.0,1.0
69,R3,1,267336175.1461775,1.0,1.0,1.0
69,R3,2,238546328.02006117,1.0,1.0,1.0
