district_code,resource_id,time,demand,priority,urgency,time_index
272,R1,1,970485217.5970777,1.0,1.0,1.0
272,R1,2,586877060.5784731,1.0,1.0,1.0
272,R2,1,254637224.34707773,1.0,1.0,1.0
272,R2,2,191777994.2184732,1.0,1.0,1.0
272,R3,1,194888101.50849324,1.0,1.0,1.0
272,R3,2,217431731.43216783,1.0,1.0,1.0
400,R1,1,802548214.8673713,1.0,1.0,1.0
400,R1,2,603887896.9902332,1.0,1.0,1.0
400,R2,1,248695165.35737127,1.0,1.0,1.0
400,R2,2,349712697.4902332,1.0,1.0,1.0
400,R3,1,241077319.96884555,1.0,1.0,1.0
400,R3,2,192540070.3522798,1.0,1.0,1.0
585,R1,1,670608173.3183461,1.0,1.0,1.0
585,R1,2,565605398.3946886,1.0,1.0,1.0
585,R2,1,256823369.28834626,1.0,1.0,1.0
585,R2,2,193316459.60468856,1.0,1.0,1.0
585,R3,1,206179568.57001552,1.0,1.0,1.0
585,R3,2,240054580.32762626,1.0,1.0,1.0
