district_code,resource_id,time,demand
104,R12,1,3154375.93
104,R12,2,2565645.34
104,R12,3,3099066.25
104,R24,1,12185.84
104,R24,2,13038.18
104,R24,3,9697.72
104,R3,1,61978928.2054472
104,R3,2,66626259.49122886
104,R3,3,54934627.71266607
104,R34,1,4735.64
104,R34,2,4830.53
104,R34,3,5292.77
104,R52,1,6188507.28
104,R52,2,5086289.62
104,R52,3,5674291.01
1075,R12,1,3407933.04
1075,R12,2,3262829.32
1075,R12,3,2340991.47
1075,R24,1,27727.01
1075,R24,2,25116.13
1075,R24,3,29244.33
1075,R3,1,52376217.04
1075,R3,2,56911057.92
1075,R3,3,51982892.23
1075,R34,1,2323.14
1075,R34,2,2198.26
1075,R34,3,1967.07
1075,R52,1,9528348.74
1075,R52,2,9780684.85
1075,R52,3,7415116.44
189,R12,1,2888441.29
189,R12,2,3673449.27
189,R12,3,2857973.72
189,R24,1,27408.9
189,R24,2,26079.64
189,R24,3,30165.12
189,R3,1,28478147.481013656
189,R3,2,27914458.570958197
189,R3,3,27055224.14174789
189,R34,1,4555.99
189,R34,2,4549.22
189,R34,3,5831.47
189,R52,1,9926709.95
189,R52,2,8013243.96
189,R52,3,8679000.48
494,R12,1,2621130.89
494,R12,2,2245193.77
494,R12,3,2299449.57
494,R24,1,6180.71
494,R24,2,7466.94
494,R24,3,6545.67
494,R3,1,30924600.42072209
494,R3,2,29106901.360853743
494,R3,3,33597115.971414275
494,R34,1,3924.07
494,R34,2,4521.41
494,R34,3,3691.01
494,R52,1,5071873.16
494,R52,2,5501158.72
494,R52,3,6154289.78
579,R12,1,1432881.27
579,R12,2,1226169.14
579,R12,3,1086831.51
579,R24,1,20614.21
579,R24,2,21564.92
579,R24,3,23375.47
579,R3,1,69802870.76640257
579,R3,2,66323860.95981403
579,R3,3,62285968.99324538
579,R34,1,9105.84
579,R34,2,8789.16
579,R34,3,6581.33
579,R52,1,7952589.92
579,R52,2,5916989.62
579,R52,3,6265268.44
