district_code,resource_id,time,demand
1,R3,0,0.0538132734677695
1,R3,1,0.0380005097724164
1,R3,2,0.053400533376964
1,R3,3,0.0628650642357172
1,R7,0,0.0538132734677695
1,R7,1,0.0380005097724164
1,R7,2,0.053400533376964
1,R7,3,0.0628650642357172
11,R16,1,6.08
11,R16,2,3.89
11,R16,3,6.89
11,R18,1,7.16
11,R18,2,5.86
11,R18,3,6.26
11,R26,1,6.87
11,R26,2,6.27
11,R26,3,4.19
11,R27,1,4.39
11,R27,2,6.93
11,R27,3,8.3
11,R3,0,0.0096511607655701
11,R3,1,5.748704022372611
11,R3,2,8.212706357730575
11,R3,3,5.1607627372098905
11,R35,1,3.76
11,R35,2,4.34
11,R35,3,7.7
11,R55,1,5.48
11,R55,2,5.44
11,R55,3,6.4
11,R7,0,0.0096511607655701
11,R7,1,9.128704022372611
11,R7,2,7.322706357730576
11,R7,3,5.0807627372098905
12,R16,1,5.25
12,R16,2,3.57
12,R16,3,6.21
12,R18,1,5.52
12,R18,2,4.98
12,R18,3,6.23
12,R26,1,5.4
12,R26,2,7.18
12,R26,3,7.11
12,R27,1,4.89
12,R27,2,8.94
12,R27,3,6.81
12,R3,0,0.0324084249907537
12,R3,1,5.334072837220606
12,R3,2,6.0699676393888815
12,R3,3,4.5174890469012645
12,R35,1,3.87
12,R35,2,6.51
12,R35,3,7.97
12,R55,1,4.63
12,R55,2,5.62
12,R55,3,7.88
12,R7,0,0.0324084249907537
12,R7,1,3.9940728372206067
12,R7,2,5.669967639388881
12,R7,3,8.847489046901265
28,R16,1,4.31
28,R16,2,4.87
28,R16,3,5.71
28,R18,1,3.92
28,R18,2,4.73
28,R18,3,4.99
28,R26,1,6.14
28,R26,2,7.8
28,R26,3,8.54
28,R27,1,5.69
28,R27,2,4.78
28,R27,3,8.21
28,R3,0,0.008767002672139222
28,R3,1,7.515071133345064
28,R3,2,6.706861478243496
28,R3,3,5.799662678406342
28,R35,1,5.13
28,R35,2,4.64
28,R35,3,8.28
28,R55,1,7.95
28,R55,2,5.76
28,R55,3,5.17
28,R7,0,0.008767002672139222
28,R7,1,5.205071133345064
28,R7,2,7.856861478243496
28,R7,3,7.189662678406342
29,R16,1,4.9
29,R16,2,5.02
29,R16,3,5.74
29,R18,1,5.97
29,R18,2,4.66
29,R18,3,4.55
29,R26,1,6.92
29,R26,2,4.22
29,R26,3,3.97
29,R27,1,4.37
29,R27,2,5.92
29,R27,3,7.94
29,R3,0,0.004622683166504129
29,R3,1,5.191694353561211
29,R3,2,5.499750392773905
29,R3,3,7.422969750797245
29,R35,1,5.43
29,R35,2,6.39
29,R35,3,3.96
29,R55,1,7.4
29,R55,2,6.39
29,R55,3,5.52
29,R7,0,0.004622683166504129
29,R7,1,7.581694353561211
29,R7,2,5.019750392773904
29,R7,3,4.432969750797245
33,R16,1,6.09
33,R16,2,7.98
33,R16,3,3.77
33,R18,1,8.11
33,R18,2,5.52
33,R18,3,6.04
33,R26,1,8.38
33,R26,2,5.08
33,R26,3,5.66
33,R27,1,4.02
33,R27,2,5.68
33,R27,3,7.19
33,R3,0,0.0192152724437714
33,R3,1,6.992539730961653
33,R3,2,8.599239881722687
33,R3,3,5.556577532496309
33,R35,1,4.95
33,R35,2,6.46
33,R35,3,7.77
33,R55,1,6.69
33,R55,2,6.57
33,R55,3,5.24
33,R7,0,0.0192152724437714
33,R7,1,7.782539730961653
33,R7,2,6.5192398817226875
33,R7,3,6.776577532496309
35,R16,1,5.16
35,R16,2,5.28
35,R16,3,6.14
35,R18,1,7.36
35,R18,2,4.99
35,R18,3,4.81
35,R26,1,7.06
35,R26,2,8.44
35,R26,3,6.31
35,R27,1,7.59
35,R27,2,4.21
35,R27,3,6.29
35,R3,0,0.0675220755970766
35,R3,1,5.034385116862476
35,R3,2,6.0104027107976
35,R3,3,5.669413349801938
35,R35,1,4.92
35,R35,2,6.77
35,R35,3,7.56
35,R55,1,6.8
35,R55,2,7.08
35,R55,3,3.78
35,R7,0,0.0675220755970766
35,R7,1,5.474385116862476
35,R7,2,7.7604027107976
35,R7,3,6.469413349801938
36,R16,1,6.47
36,R16,2,5.32
36,R16,3,5.33
36,R18,1,5.79
36,R18,2,8.49
36,R18,3,4.89
36,R26,1,4.11
36,R26,2,6.06
36,R26,3,7.58
36,R27,1,5.0
36,R27,2,5.78
36,R27,3,5.48
36,R3,0,0.0289937640034009
36,R3,1,4.277797751273515
36,R3,2,3.844300805414438
36,R3,3,7.164899481508289
36,R35,1,7.24
36,R35,2,3.74
36,R35,3,4.07
36,R55,1,6.95
36,R55,2,7.23
36,R55,3,7.04
36,R7,0,0.0289937640034009
36,R7,1,5.297797751273515
36,R7,2,5.7343008054144375
36,R7,3,6.164899481508289
39,R16,1,6.56
39,R16,2,4.66
39,R16,3,8.2
39,R18,1,5.59
39,R18,2,6.46
39,R18,3,6.05
39,R26,1,4.8
39,R26,2,5.2
39,R26,3,5.48
39,R27,1,4.73
39,R27,2,7.16
39,R27,3,6.04
39,R3,0,0.0057778103886929
39,R3,1,6.726552208601294
39,R3,2,8.013159414585854
39,R3,3,7.374566120207823
39,R35,1,8.31
39,R35,2,4.95
39,R35,3,5.51
39,R55,1,6.67
39,R55,2,3.95
39,R55,3,5.16
39,R7,0,0.0057778103886929
39,R7,1,5.326552208601295
39,R7,2,5.963159414585854
39,R7,3,6.964566120207824
47,R16,1,6.98
47,R16,2,3.55
47,R16,3,8.28
47,R18,1,6.25
47,R18,2,6.0
47,R18,3,4.87
47,R26,1,4.59
47,R26,2,7.0
47,R26,3,5.48
47,R27,1,5.37
47,R27,2,7.06
47,R27,3,5.13
47,R3,0,0.0070991622712962
47,R3,1,4.869196209445784
47,R3,2,4.188636934940924
47,R3,3,8.192373753876094
47,R35,1,3.7
47,R35,2,4.67
47,R35,3,5.44
47,R55,1,6.86
47,R55,2,7.61
47,R55,3,5.44
47,R7,0,0.0070991622712962
47,R7,1,3.919196209445784
47,R7,2,8.538636934940923
