district_code,resource_id,time,demand
586,R1,0,0.0124529754220155
586,R1,1,20.310148525979365
586,R1,2,22.541826789427308
586,R1,3,28.232136459740012
586,R1,4,19.281897978143483
586,R1,5,21.99
586,R1,6,17.11
586,R1,7,19.05
586,R1,8,24.2
586,R10,0,0.0136982729642171
586,R10,1,25.431163378577303
586,R10,2,19.77300946837004
586,R10,3,24.563350105714015
586,R10,4,20.64308777595783
586,R10,5,30.98
586,R10,6,29.44
586,R10,7,22.16
586,R10,8,27.14
586,R11,0,0.0174341655908219
586,R11,1,24.984207936371106
586,R11,2,16.946557505198232
586,R11,3,18.77699104363602
586,R11,4,19.36665716940088
586,R11,5,24.19
586,R11,6,28.28
586,R11,7,19.44
586,R11,8,31.62
586,R13,1,21.49
586,R13,2,26.86
586,R13,3,17.52
586,R13,4,26.16
586,R13,5,28.99
586,R13,6,21.06
586,R13,7,25.52
586,R13,8,27.09
586,R16,1,22.18
586,R16,2,21.83
586,R16,3,24.37
586,R16,4,24.12
586,R16,5,22.47
586,R16,6,16.74
586,R16,7,21.89
586,R16,8,25.81
586,R2,0,0.0124529754220155
586,R2,1,27.920148525979364
586,R2,2,27.991826789427307
586,R2,3,22.672136459740013
586,R2,4,21.861897978143485
586,R2,5,31.03
586,R2,6,23.85
586,R2,7,26.1
586,R2,8,18.2
586,R21,1,19.89
586,R21,2,24.52
586,R21,3,29.53
586,R21,4,22.65
586,R21,5,19.76
586,R21,6,23.2
586,R21,7,22.5
586,R21,8,23.44
586,R24,1,24.44
586,R24,2,30.31
586,R24,3,27.69
586,R24,4,19.61
586,R24,5,24.07
586,R24,6,24.47
586,R24,7,22.87
586,R24,8,23.54
586,R25,1,28.28
586,R25,2,20.42
586,R25,3,19.92
586,R25,4,25.26
586,R25,5,23.5
586,R25,6,20.86
586,R25,7,21.34
586,R25,8,24.59
586,R27,1,19.07
586,R27,2,28.35
586,R27,3,21.04
586,R27,4,22.49
586,R27,5,21.68
586,R27,6,19.77
586,R27,7,20.34
586,R27,8,21.47
586,R28,1,19.3
586,R28,2,21.58
586,R28,3,17.03
586,R28,4,22.91
586,R28,5,17.87
586,R28,6,21.88
586,R28,7,20.17
586,R28,8,20.46
586,R3,0,0.0149435705064187
586,R3,1,27.242178231175238
586,R3,2,17.74419214731277
586,R3,3,26.774563751688017
586,R3,4,23.13427757377218
586,R3,5,24.48
586,R3,6,24.54
586,R3,7,23.6
586,R3,8,17.17
586,R39,1,22.97
586,R39,2,25.75
586,R39,3,23.97
586,R39,4,26.46
586,R39,5,22.77
586,R39,6,24.06
586,R39,7,20.36
586,R39,8,21.05
586,R40,1,22.74
586,R40,2,30.04
586,R40,3,24.75
586,R40,4,16.89
586,R40,5,20.99
586,R40,6,20.35
586,R40,7,21.45
586,R40,8,22.48
586,R47,1,24.38
586,R47,2,23.81
586,R47,3,22.03
586,R47,4,22.33
586,R47,5,27.5
