district_code,resource_id,time,demand,priority,urgency,time_index
400,R1,1,731741065.8773713,1.0,1.0,1.0
400,R1,2,611825899.2902331,1.0,1.0,1.0
400,R2,1,266073568.66737127,1.0,1.0,1.0
400,R2,2,255449154.39023316,1.0,1.0,1.0
400,R3,1,163011264.82884553,1.0,1.0,1.0
400,R3,2,236118325.1022798,1.0,1.0,1.0
56,R1,1,481273521.6346811,1.0,1.0,1.0
56,R1,2,640715302.2237849,1.0,1.0,1.0
56,R2,1,219160984.09468108,1.0,1.0,1.0
56,R2,2,168910508.57378483,1.0,1.0,1.0
56,R3,1,196426533.30561733,1.0,1.0,1.0
56,R3,2,162322975.7345418,1.0,1.0,1.0
69,R1,1,704927302.0734812,1.0,1.0,1.0
69,R1,2,555796122.6767176,1.0,1.0,1.0
69,R2,1,256506904.58348125,1.0,1.0,1.0
69,R2,2,203482881.21671763,1.0,1.0,1.0
69,R3,1,256806113.62617752,1.0,1.0,1.0
69,R3,2,169234667.28006116,1.0,1.0,1.0
