district_code,resource_id,time,demand,priority,urgency,time_index
203,R1,1,1854245735.4458628,1.0,1.0,1.0
203,R1,2,1354161783.6915326,1.0,1.0,1.0
203,R2,1,583297213.4658625,1.0,1.0,1.0
203,R2,2,548332681.8915327,1.0,1.0,1.0
203,R3,1,545071979.9770352,1.0,1.0,1.0
203,R3,2,523390856.3258393,1.0,1.0,1.0
468,R1,1,1491719288.3356364,1.0,1.0,1.0
468,R1,2,878031153.7962552,1.0,1.0,1.0
468,R2,1,399899186.1656365,1.0,1.0,1.0
468,R2,2,439122096.8762551,1.0,1.0,1.0
468,R3,1,466924484.5787638,1.0,1.0,1.0
468,R3,2,361964975.95550615,1.0,1.0,1.0
602,R1,1,1585108675.4768906,1.0,1.0,1.0
602,R1,2,1511211510.1460133,1.0,1.0,1.0
602,R2,1,503875291.8268906,1.0,1.0,1.0
602,R2,2,534257534.47601324,1.0,1.0,1.0
602,R3,1,401535455.4822687,1.0,1.0,1.0
602,R3,2,365872863.93321586,1.0,1.0,1.0
